Date,total,SP500,ACN,ADBE,DEO,EA,FB,GOOG,GRMN,INTU,MSFT
2020-06-25,3657.7247501119773,3083.760009765625,505.35048368781366,638.4823450866273,122.06899646124616,246.85289309174203,357.8453268086108,407.10836203670095,240.33950029248828,530.1534055202005,609.5234371265478
2020-06-26,3557.755657874324,3009.050048828125,494.07240137740814,623.8262586627478,120.15140885965442,247.21161179840337,328.0856299856157,384.1082114107345,236.9178462965764,526.0590404336227,597.3232490495606
2020-06-29,3583.4816959145733,3053.239990234375,494.65374509480216,619.851724483744,120.68257091310448,246.7584813013855,335.00931407977737,394.0138324869356,240.13969150700117,528.6295260125895,603.7428100352336
2020-06-30,3656.2493303189995,3100.2900390625,499.30449483395415,636.0859144436305,120.9886629028364,249.32632642274257,344.77233326780674,399.278765613447,243.51138377913398,543.8134665812919,619.1679824741558
2020-07-01,3707.1355875215377,3115.860107421875,499.0021847465398,642.6614275975894,122.37508845097807,255.31166515779861,360.6846619024785,406.17911421783765,242.5872824373671,555.5456634581581,622.7884995527904
2020-07-02,3724.88789401036,3130.010009765625,501.6298697035302,647.2496959585726,123.51844822107846,252.70604955821224,354.4138583003912,413.7092936228359,243.58630730998797,560.5396648786772,627.5347064570742
2020-07-06,3789.9482249354037,3179.719970703125,505.88530997274285,661.3358831711105,124.88687805489697,253.51795638275829,364.82975798049495,422.46534505306016,247.4575215458385,568.5264027135255,641.043170060976
2020-07-07,3768.645275592332,3145.320068359375,503.04834979326773,656.6161098982144,123.77953718781593,254.48088749935465,365.71040526169577,419.4939655947165,246.55840106596116,565.3684304030331,633.5891888882724
2020-07-08,3814.474426650281,3169.93994140625,509.0013037821976,668.7735138096443,125.66111962357483,256.0480310258861,369.8403261543926,422.55009482630663,245.20972034614513,569.8667241350632,647.5235929470707
2020-07-09,3826.491591430787,3152.050048828125,509.97795696953096,673.390990620035,123.63548905011157,262.0144989270442,371.23720775512504,426.7840666143953,242.0627986665744,565.3317299920509,652.05685283592
2020-07-10,3851.592714358822,3185.0400390625,512.1870559991472,681.22318058736,127.50669689350089,265.8662522038631,372.10267985100614,435.4695047266339,242.48737804462354,564.6707303762371,650.07923567645
2020-07-13,3735.988084295788,3155.219970703125,501.676387135995,646.5482918353181,125.0489219069245,255.48158909418032,362.88626852136963,426.8829183637434,240.98885026309947,546.4757312032953,629.9991259718626
2020-07-14,3727.3632261805024,3197.52001953125,509.6291649320564,633.8502417550066,126.63342394729959,261.5613396195929,363.99465942347507,429.49278383816136,244.36054253523227,523.9476181633245,633.8934519663533
2020-07-15,3740.1927097756034,3226.56005859375,511.02436856435924,632.7251144466059,128.98315596200445,261.37251603887984,364.82975798049495,427.5325746808753,248.38160383279083,532.3933632756795,632.9502549939136
2020-07-16,3712.743793130119,3215.570068359375,509.5128890920967,622.9056796863052,127.76777212305187,260.6550498151238,365.8166778953773,428.7640668090465,252.35272246138487,524.5535391470838,620.4153961006485
2020-07-17,3732.115160477908,3224.72998046875,516.0937042308854,631.8629969620309,128.28993631934034,261.14595079037093,367.48687500941713,428.07207008445044,250.80423295608176,531.1081204861961,617.2512736391352
