Date,total,SP500,AAPL,ADBE,CRM,INTC,MSFT,NVDA,ORCL,QCOM,EA,FB,GOOG,NFLX,TWTR,ZM,MA,PYPL,V,AMZN,NIO,TSLA
2020-01-02,3257.85009765625,3257.85009765625,128.32671534667972,325.78500976562503,32.5785009765625,32.5785009765625,325.7850097656251,325.78500976562503,32.5785009765625,32.5785009765625,32.5785009765625,32.578500976562495,32.5785009765625,325.7850097656251,32.5785009765625,325.78500976562503,325.78500976562503,258.7384547558594,264.5048494287109,325.78500976562503,32.5785009765625,32.57850097656251
2020-01-03,3219.6870337760106,3234.85009765625,127.07911846192984,323.23274126838436,32.41852368131089,32.182246122122585,321.72841631936166,320.57049921857174,32.46376520945655,31.965057701848156,32.536010102629334,32.40611964288555,32.418631687536376,321.9227236291424,31.791776778628638,318.95830427810057,322.6064912227991,254.0893443970405,262.4012261790972,321.83028913066704,33.54184282125059,33.543905923247486
2020-01-06,3259.9770229454666,3246.280029296875,128.0917160400751,325.08362050672133,33.83879698832869,32.09121578847517,322.56002540369013,321.91485323987376,32.63284889162295,31.77772140596776,33.015552611965305,33.0164436398315,33.21798104107351,331.73153107827756,31.91281038271333,333.3702179911378,323.465563573668,257.38343193398435,261.83379231721915,326.62092285283126,32.22819485122138,34.18978240678825
2020-01-07,3259.470732608465,3237.179931640625,127.48929480255943,324.7719150695321,34.33628350955244,31.555737470019302,319.6190013450195,325.8121537817765,32.70531201051654,32.681352935674646,32.8971848466402,33.08787958298945,33.197252827878756,326.7135404554773,32.82057203232079,340.86062693782424,322.37025042259256,256.21531249942063,261.1418059835377,327.30406886850415,28.374823296490618,35.5163639301378
2020-01-08,3299.9376125578233,3253.050048828125,129.5401243502823,329.136088477198,34.59575691829856,31.57715709300258,324.71001497831344,326.4232463957752,32.687196806683396,32.58584634399664,33.23104270564892,33.42332472468498,33.45885817661478,335.1196944081244,33.33496773537241,343.9421279520054,327.621225712077,261.23822963286216,265.61203178615057,324.7482638186401,29.688473354509036,37.26394118758354
2020-01-09,3321.0529880658596,3274.699951171875,132.2916620341052,331.6494123752285,35.03861777208898,31.753863875895426,328.76660842457693,330.00822498695226,32.83816298145564,33.026644057698874,33.19158755573354,33.90164412236214,33.82839449092641,331.5636226326417,33.50643553478222,344.2739796815864,331.9164891556434,262.9904087847077,267.45271796787284,326.30681900296764,30.301509073856,36.4461835547775
2020-01-10,3317.1968273600346,3265.35009765625,132.59073428043433,331.0259420434467,35.155671497928004,31.561091354421283,327.2453858822281,331.7735599060778,32.88043332610699,33.155209006589054,32.957885433522165,33.86437165006295,34.064269167270965,325.03427512826124,33.06263924049018,346.50210634070123,334.13929585255124,263.8314562035206,268.1723896678707,323.2360772434613,30.739391730532404,36.204642404557184
2020-01-13,3375.333296319064,3288.1298828125,135.42345188341164,336.695502742193,35.867760981836696,31.90915307849267,331.1802864769999,342.1754162634099,32.95893638198564,33.416012989339336,33.33120075802522,34.46227148957584,34.29061299548318,334.7838473717098,32.97186307552943,350.9584319971826,338.4774883359665,269.3216139811524,270.33138365011723,324.63327469663017,32.40334791389194,39.741439256131045
2020-01-14,3350.8441736138475,3283.14990234375,133.59479140772092,335.7213526453102,35.530248778988955,31.82347662924724,328.8477576251392,335.7930706825311,33.14009533100013,33.26540633313534,33.258359590651075,34.01967006347765,34.09166926499901,334.55664343010153,33.102985057714704,346.83399423940807,333.5701747570891,267.8264225308379,271.32784566003824,320.8810841005476,32.92880710190362,40.73031838400612
2020-01-15,3378.259727172568,3289.2900390625,133.02226826763876,334.0750366032822,35.32345118415198,31.561091354421283,330.97744442494604,333.4709933435787,33.06762990854552,32.93848283345501,33.26746444712547,34.3442431787946,34.28989752748179,334.93201074878345,33.5165200652939,364.75405997503384,337.4466342851832,268.3170305544641,276.51774316264897,319.6074873818424,37.570367438651914,39.25987048724495
2020-01-16,3404.7278665949248,3316.81005859375,134.68856890502062,336.4519652179723,35.64145294425541,31.946636397369566,337.0420627688766,338.03367453178305,33.472220454786864,33.71722349924163,33.76825239342802,34.44052980648441,34.58771835407681,334.48749047241955,34.484796593149255,360.8192207749121,343.9432071354736,269.6019690621194,278.1093032830175,322.3400714445341,38.27097968933416,38.88052286666911
2020-01-17,3424.1710639229063,3329.6201171875,136.17970554723377,340.6992453706045,35.55170907525745,31.91450696289465,338.92839481505206,338.5089641825325,33.291061505772376,35.230624218692945,34.27510947218718,34.497989461154816,35.27127822764909,335.5246944022211,34.515057879862105,358.21178849311434,347.55124546860424,271.09716051243385,283.2992007856282,320.07092203938913,40.89827980537099,38.654125697251025
2020-01-21,3438.6452921518317,3320.7900390625,135.2568283391016,340.9525339089785,36.14479200292733,32.42321177396526,337.7114044014323,336.6893205104811,33.34540942083282,34.72738107303058,34.11728655694671,34.38928104569767,35.36681938149329,333.98370484522616,34.38393589767683,363.75850478629087,345.6935322319684,271.35414821396495,286.88368492583874,324.7534182144153,45.27711054811344,41.43298407345047
2020-01-22,3422.3252906970056,3321.75,135.73963110917066,341.01098053649537,35.65315801915175,33.590554671614065,336.0887608330565,339.6360624715079,33.043477071288336,34.150673043004026,34.32366947857696,34.37064599438094,35.40374741894717,322.0215092622392,34.31333264132835,358.11698921428797,348.2492192241319,269.83558938421453,287.72790909763995,323.9741406222516,41.94919818139436,43.12604242232442
