,allocation_weight,allocation_discrete,ticker,buy_investment,buy_price,shares_bought
0,0.05126,1.0,AMZN,166.99739600585937,1898.010009765625,0.08798551912088229
1,0.08677,8.0,BABA,282.68365297363283,219.77000427246094,1.2862704075992755
2,0.02476,,BKNG,80.66436841796875,2074.580078125,0.03888226309917764
3,0.1,45.0,CMCSA,325.78500976562503,45.369998931884766,7.180626348586322
4,0.1,10.0,FB,325.78500976562503,209.77999877929688,1.5529841341469999
5,0.1,5.0,FICO,325.78500976562503,382.9200134277344,0.8507912836661069
6,0.1,9.0,HD,325.78500976562503,219.66000366210938,1.4831330434955368
7,0.05408,4.0,INTU,176.18453328125,266.1600036621094,0.6619496951349482
8,0.00931,1.0,JNJ,30.33058440917969,145.97000122070312,0.20778642293302838
9,0.01402,6.0,KO,45.67505836914062,54.9900016784668,0.8306066007454995
10,0.1,10.0,MCD,325.78500976562503,200.7899932861328,1.6225161644453563
11,0.1,28.0,MTCH,325.78500976562503,72.8954849243164,4.469206976315072
12,0.1,7.0,PAYC,325.78500976562503,271.79998779296875,1.1986203988124418
13,0.03723,5.0,SNPS,121.28975913574219,142.8699951171875,0.8489519372927509
14,0.02258,4.0,TTWO,73.56225520507812,122.08000183105469,0.602574165315628
