Date,total,SP500,ACN,ADBE,BABA,DEO,EA,FB,GRMN,INTU,MSFT,SWKS
2020-02-10,3420.9307416832294,3352.090087890625,494.25843562486267,540.6533037699517,479.7831704677349,241.0733365104435,152.48565664643388,496.31819374484184,33.146667777042694,546.6592892893684,379.29492919590024,57.257758656649614
2020-02-11,3399.56486185993,3357.75,493.3050234125594,539.6012198815961,482.9851398014647,240.24128424611132,152.96261828092736,482.64417981807304,33.25861600304082,545.1537880028295,370.7321610932147,58.680831320112844
2020-02-12,3435.1698045374137,3379.449951171875,492.9562313750849,546.9219721294471,498.77258036467356,238.26514878246047,153.91653084730834,490.9603913730375,33.180590776029085,548.3300825032321,371.2748810352492,60.59139535089141
2020-02-13,3429.0444457532203,3373.93994140625,493.9096081049835,547.7256281221544,489.98942227207584,238.41373926040143,152.68204946575295,496.5045561063378,33.34681787093258,546.8429034066035,369.2648389826257,60.36488216135279
2020-02-14,3451.9440598358383,3380.159912109375,493.8398496974886,554.7833705461796,488.3662139592821,239.0080558287176,153.87444820068367,498.9271957158133,33.30610871925356,558.6853135787402,372.561306722096,58.59219686758382
2020-02-18,3466.4234467681913,3370.2900390625,497.0721193469031,553.5851552246812,490.34520418231926,240.36015209411931,153.55179673888463,507.35992373482196,32.946520271311726,557.3633703782746,376.340164924879,57.49903987199639
2020-02-19,3489.241180451294,3386.14990234375,502.09493758096437,560.0583719161348,493.94740271815004,241.11790911948103,154.0006961405577,506.6377917996414,35.168509056907034,561.1088294202924,376.4406731616717,58.66605953749325
2020-02-20,3444.3701603916084,3373.22998046875,497.39767040934754,553.7458685860017,484.8306863612377,239.85495807215435,153.1870626304609,499.8590075232931,33.859061108392645,553.0853911744618,370.6919516643361,57.858502861922815
2020-02-21,3385.8663730296394,3337.75,492.7236796951654,544.963935785879,472.7121492008765,239.81038546311683,151.51772366624863,489.6092909109313,32.76333297099449,546.3471957181146,358.97340281704396,56.44527680126883
2020-02-24,3261.001138958441,3225.889892578125,475.2136097658504,522.2564845414863,458.41450721642764,230.91037355885948,150.14296322840903,467.57246595257755,32.349465654147295,525.8938045374598,343.49608514600425,54.75137935721965
2020-02-25,3200.889570756693,3128.2099609375,458.3314009863942,508.2140877065335,457.19152810573496,226.73523958637014,147.82832134059862,458.3710420667538,31.209635288723796,522.9010681231305,337.8277825064258,52.27946504602777
2020-02-26,3201.834060668253,3116.389892578125,455.0060964720501,513.3868372070359,464.15136328448847,222.3817925060069,149.4555883607922,459.3726997716853,30.6600733877721,514.2533867036301,342.04885241445066,51.11737056034125
2020-02-27,3072.5417619143536,2978.760009765625,433.54289636093677,493.1926949963229,455.90184412802546,214.0166519101998,144.1248986011444,442.01810918158975,30.286915222603927,493.4695237306494,317.94843716200364,48.03979062087727
2020-02-28,3081.2227368804697,2954.219970703125,419.9394391809552,504.29801501939727,462.50589739653554,210.8518833099166,142.20305305457813,448.3542872925084,29.984996131754855,488.1083501068221,325.6469019040487,49.329913483952694
2020-03-02,3206.9220219778927,3090.22998046875,440.77481362461435,526.4501935736783,469.1321743109745,216.39396352691222,149.94657040908993,457.60231065495265,31.708311397116443,516.2546517098198,347.3151527776659,51.34387999306843
2020-03-03,3093.25412076436,3003.3701171875,423.72981157273364,509.0031617710633,461.1939897728972,213.83836147404972,149.68003271032575,433.0263296230792,30.554911314466604,492.49643054358177,330.6720070356076,49.05908494655528
2020-03-04,3214.9881662471576,3130.1201171875,439.17029928742215,531.6667780448183,471.3113130642925,219.5884547571284,156.87646495611088,446.700343549848,31.68795811535639,524.2780899556504,342.8126782091061,50.89578630742442
2020-03-05,3147.927240927359,3023.93994140625,424.52043051261234,512.9338609794296,470.1995200417047,213.9720793011623,154.60390571492516,431.3491039146016,30.32083822159032,527.2708263699798,334.20970067754195,48.54697519381111
2020-03-06,3058.3501353314537,2972.3701171875,415.6607579367125,492.09677613732975,455.03464692757615,214.0166519101998,151.04076203175515,421.8448367482236,29.689860605439495,507.07450615968645,324.76250916437283,47.12882771015823
2020-03-09,2855.6720081630942,2746.56005859375,381.6172712654158,446.8280496747399,439.51402583243464,200.0648584883596,141.58581236380044,394.84621610687464,27.53232732962958,477.44102546006013,302.75252415149896,43.48989749028093
2020-03-10,3011.204754037086,2882.22998046875,405.91743155600426,485.68202093774386,458.9259225066335,206.20127794539522,145.02269740449051,415.08936998267853,28.63823210790776,495.1036165335308,323.45596342768295,47.168221635018114
2020-03-11,2880.3181397222047,2741.3798828125,383.94264613499183,460.62201861404446,442.2935083889042,195.17654009954606,141.93651535581398,396.57004129197276,27.311823953979637,479.42391224517775,308.80277035921273,44.238363278561536
2020-03-12,2640.8086958218055,2480.639892578125,354.68942601783704,416.4491664173952,411.5857905337053,186.52910253454738,130.95249507732524,359.83419164612945,24.723457979590943,436.8647709222384,279.5164429305001,39.663851762536346
2020-03-13,2897.4274903835885,2711.02001953125,387.1981567594364,490.24103625626697,431.37569276407646,189.768177709663,136.1569261944931,396.66320470022777,26.236446510182613,479.66260499446713,319.2549828986936,40.87026159608165
2020-03-16,2544.6211817747276,2386.1298828125,354.7126669928671,417.954226533357,397.6883777513575,169.85826660279912,124.38733463872802,340.12680734401016,24.034811006347358,410.2239706057797,272.19989108578267,33.43482921369896
2020-03-17,2680.833712700061,2529.18994140625,366.73488629309117,455.6246089960926,410.9409315802353,168.5061816732593,133.84229500928868,348.0703297209687,25.079655939345383,439.12307888320856,294.6118783750198,38.299866229551505
2020-03-18,2560.9635002526716,2398.10009765625,351.48039734345264,430.4915186592954,400.2454881316173,154.58409954549015,126.54766635384398,342.3398381711584,24.3265534563164,413.2350852411811,282.2098919200218,35.50296143029418
2020-03-19,2614.023489704246,2409.389892578125,368.5719168277982,449.3413587084196,402.2022547087256,165.7871391633513,126.33724241811468,356.7127020672906,23.783777708057336,396.3803234430342,286.8531148250606,38.05365983439438
2020-03-20,2522.23896940838,2304.919921875,348.66671362141227,431.558229068881,403.13615677619174,162.7857883483898,121.96047592745383,348.7924616561493,22.39969760887753,370.5841088440433,276.07928819616615,36.27604936081507
2020-03-23,2495.911443722581,2237.39990234375,334.13312068656217,448.990634350266,392.10715506325914,152.42966230982728,133.926460302538,344.99543961875037,21.585533986488937,357.5115905456393,273.3255097279226,36.90633713132746
2020-03-24,2702.3171435244903,2447.330078125,364.73506248595965,452.9797950505,413.0311078913773,169.96227313584066,132.28517286854017,374.9990689198799,23.871979575949098,429.30033995391443,298.1696307251819,42.9827129173471
2020-03-25,2673.4760774383412,2475.56005859375,353.03842973058465,447.00338955729035,419.279379249644,175.83123426692734,125.74806396015741,363.88749303244805,24.3265534563164,427.02365377187226,295.3153746909534,42.022505722147464
2020-03-26,2858.3903102844847,2630.070068359375,398.4297216373771,471.49353726270067,434.3108426297389,193.70557598613632,139.15894294992032,380.4966341765597,25.181427524463484,456.05126951890094,313.78766606189293,45.77469253679407
2020-03-27,2721.245057575156,2541.469970703125,378.7570701109106,446.886466573555,419.34608411666085,186.78168820966795,133.7861812462538,365.2385579495683,24.943961355240884,421.7175307645184,300.9032891435822,42.88422810519738
2020-03-30,2829.953145193545,2626.64990234375,394.8951773829529,465.2394954244352,425.30531236093145,191.3728596501853,137.04070458403496,386.5765684835447,26.015945722691594,437.0667352449646,322.06902950404344,44.37131683576079
2020-03-31,2803.7883327551267,2584.590087890625,379.6406884333144,465.02027597819455,432.44300456557625,188.8766915213268,140.5196722713497,388.5566374725765,25.42906774640719,422.2866953061337,317.0037456144137,44.01185384583436
2020-04-01,2677.068689439583,2470.5,359.6889677944636,440.13561353704563,417.0557932044684,180.54127355545268,136.81624953189547,371.7844159327861,24.22478445935722,400.47466051403103,305.7474978513988,40.59943305868424
2020-04-02,2714.911813166169,2526.89990234375,363.38634080371696,444.1539826866872,420.03539036198845,183.7803487305683,143.49363749656246,368.49984595826857,24.92021499713452,413.5104784014527,312.07911804883986,41.05245568095004
2020-04-03,2656.4327153679765,2488.64990234375,353.80577221302866,429.03029351397123,416.0551862699854,180.14009740239115,144.25115724362436,359.15862364258334,24.27566766375735,400.97039621810086,309.20477263557586,39.54074856495779
2020-04-06,2855.030357949294,2663.679931640625,386.12850418957805,466.3207877621983,436.8234717889107,187.8217648759451,149.41350571416754,385.64479222105086,25.59190176496437,440.86730093461773,332.1996586249184,44.21867007294304
2020-04-07,2841.962397521768,2659.409912109375,381.6405122404459,451.4162734426705,440.27003694477906,187.91091009402012,149.14696801540336,393.28547131745523,25.181427524463484,440.20632933438486,328.62178622491314,44.282682383231766
2020-04-08,2899.557347115927,2749.97998046875,399.33661641721557,463.4713808915951,435.77838363333973,189.67903249158795,149.82032246921594,405.98110950510977,26.243232662875247,451.5346255813797,331.91825396438344,45.79438949922402
2020-04-09,2936.7923420039574,2789.820068359375,413.73069253707587,465.6924716520415,436.645580833789,198.43047658962817,148.41751050116187,408.10094137901706,26.680846337828815,462.86294984395545,331.93834334341886,44.29252898604101
2020-04-13,2930.679738713161,2761.6298828125,401.28995827428696,468.54183392959214,443.47200627850884,194.07702950926492,153.32735238935106,407.16912957153727,26.399280528739794,459.1725134028301,332.6820490882311,44.54858574081883
2020-04-14,3042.32178701051,2846.06005859375,414.14927846444994,497.9416767186265,455.3459476167315,198.8167800918613,157.1570230686793,415.04277050605805,27.813890550559677,479.7911404796478,349.14429840654714,47.11898110734898
2020-04-15,2991.7412614753302,2783.360107421875,394.0347645531746,485.93040424033956,462.8839029527078,197.1526755631969,159.23318949054595,412.24740617359066,26.436596604072502,462.60590688917495,345.4860378195923,45.730377188935286
2020-04-16,3040.337520632778,2799.550048828125,390.5467022488106,500.76187513982217,472.8678165100694,197.92530523938703,165.67209128666323,410.570180465113,26.684239414175128,472.66733856775846,355.8578315013159,46.78414025966284
2020-04-17,3079.9622578841118,2874.56005859375,407.1498773982872,502.822163352843,465.841276464299,204.04685204559428,161.53380026194614,417.5353271029573,27.8545997022387,487.20865774171904,358.9935228668871,46.976180947340474
2020-04-20,3067.5588131129207,2823.159912109375,406.3360174833783,503.94733525429626,471.68931862046475,199.1733836358853,161.89853437036984,415.20585090173677,27.15577608811509,484.7116850470404,351.8779568249475,45.56295488668649
2020-04-21,2941.7175902101503,2736.56005859375,386.5703310919822,480.72844629042964,461.03832246370433,191.98204886932987,158.8965069123367,397.8745422774585,26.473912679405213,457.4466415569121,337.32527199326995,43.38156607532196
2020-04-22,3047.415347060463,2799.31005859375,400.6853380994582,492.09677613732975,466.86414097394123,196.66235419206035,160.72016675184935,424.6169191148738,26.78600841113431,484.4362918867688,348.7825055590626,45.76484593398482
2020-04-23,3027.3561230118194,2797.800048828125,402.05730075673097,490.05106985248636,456.3688121263737,196.09773758195328,160.5658565791549,431.2559405063466,26.901349713478755,473.8056676509891,344.56140498023007,45.6909832640754
2020-04-24,3078.0924383635925,2836.739990234375,408.01029022806546,502.8075814246655,454.41204554926543,197.7024195224756,163.16105657953375,442.7635586275736,26.77243869390797,484.0874418733708,350.8528464196002,47.52275944513419
2020-04-27,3106.4405711446375,2878.47998046875,417.24199581646997,509.23696314548147,452.92224697050534,202.73932838923008,162.75423982448535,436.77678772884366,27.389846592832452,499.08776832483807,349.8478253932885,48.44356895866249
2020-04-28,3044.2846340758174,2863.389892578125,414.75386315687405,487.24554254557336,447.27431941539015,204.58174602576838,156.20311050229833,426.0845004960382,28.29221337719227,488.9529078087091,341.3252360486739,49.57119469929946
2020-04-29,3160.3019485787463,2939.510009765625,436.14730486049245,510.21600361379177,459.6152287519611,204.65604126473886,158.20913204471987,452.36098920220655,28.125988870447696,502.0254261071131,356.6417466750068,52.304087188268056
2020-04-30,3175.4813674666098,2912.429931640625,430.6361777739668,516.747681797113,450.6541797042417,206.00811485841675,160.28529846658648,476.8670887916423,27.53232732962958,495.37900969380246,360.21964974581977,51.15183930539079
2020-05-01,3093.551627843964,2830.7099609375,418.77675174616724,502.4276486171044,432.44300456557625,203.7496937614362,158.8965069123367,471.1831611734665,27.074357784757037,479.4422904662498,350.89305584847887,48.66515696839077
2020-05-04,3126.056717402535,2842.739990234375,417.4745474963894,510.128289079464,425.0384589636337,204.1508472427739,163.8905247963812,478.1482722663248,27.04382786211696,491.6518728416948,359.47591333019983,49.05416352355638
2020-05-05,3173.023122856964,2868.43994140625,422.3345724580262,520.3861181391935,433.6437600303401,200.25802157533806,167.7903403551545,482.3646540483221,27.396632745525082,503.9532902913382,363.3351903907401,51.560542822986356
2020-05-06,3186.0524757503736,2848.419921875,419.4511303284909,529.7233236294278,433.9772843654243,203.22964976036664,161.77227572788988,485.6259065120364,26.707985772281496,506.5053416180711,366.91306279074536,52.14651524563996
2020-05-07,3231.0635127770634,2881.18994140625,435.1008932656641,535.9481570182857,436.91243423108676,203.76454374054074,163.84844214975652,492.12512947364775,26.473912679405213,515.5569516830237,369.0437331300048,52.289315405648466
2020-05-08,3256.125833710003,2929.800048828125,438.4726797300684,537.0148674278712,447.3632818575662,206.6915993165318,163.59593556740256,494.6642855471675,27.593387174909736,514.7490943921191,371.21455155652745,54.766151139839245
2020-05-11,3291.105535753968,2930.18994140625,436.5891317628966,542.7282630972551,456.7245601073867,208.19226338815065,164.6480445434431,496.5977195145928,27.42037910363145,528.4826123063368,375.35526394841037,54.367297981864375
2020-05-12,3236.1182973056016,2870.1201171875,431.8686236162497,533.4933094764735,445.40651528045794,208.45972171409963,163.24523257538902,489.42296409442133,26.94205627699886,517.1726662648331,366.8527639828313,53.25444402384699
2020-05-13,3183.6736483123887,2820.0,420.8928513932585,523.9368845399987,443.5164874995969,204.59659600487294,163.98872120604074,477.77558308831885,26.518012319271634,508.87383485873085,361.30505895908107,52.26961844321852
2020-05-14,3188.536386252263,2852.5,418.5442355486524,519.3048258014304,447.60787767970476,199.99058592111294,164.29734155142958,481.75896748721374,26.222879381115195,514.5838584959561,362.8728893064628,53.35292507918526
2020-05-15,3240.332134023735,2863.699951171875,427.58994237200693,533.785527749707,452.89998939534615,200.02028587932207,165.7141739332879,491.23995268777446,26.470519603058897,522.1483454954418,368.1593097195212,52.304087188268056
2020-05-18,3321.7521808366196,2953.909912109375,448.2160061107767,537.6870185086656,478.6936010910759,208.1625634299415,164.29734155142958,496.62103702539605,27.779967551573282,533.1277637134579,371.6768833116124,55.489998542691005
2020-05-19,3326.0335453224384,2922.93994140625,442.03050044192736,543.8680169268858,482.96288222630545,206.82531714364436,166.28933197744092,505.2168098950974,27.83424642047865,526.4813473001471,369.1040319379189,55.421061052591924
2020-05-20,3400.478152646456,2971.610107421875,453.86665001229215,560.5698096356087,482.05120380476814,207.79110990681295,167.70617506190518,535.7096448382772,28.451654319403133,533.3480782416751,373.18441485108,57.79941197463299
2020-05-21,3376.765318487967,2948.510009765625,449.9600372629587,558.4364334094902,471.75602348748157,207.04820286055582,164.6340134270329,539.017496778612,28.563599957242342,532.4484419077338,368.701998990748,56.199070406111716
2020-05-22,3361.793844251701,2955.449951171875,450.4483815978277,562.9516137573756,444.05012643573156,206.0378374883497,168.08492958413316,547.2172629595042,28.458437883936845,528.0603054398124,368.8628060354548,57.622143069574946
2020-05-26,3340.550649155255,2991.77001953125,456.70361019176727,550.3412336183394,448.5417797471709,209.99010841565143,163.623987097617,540.9043668144028,29.387941514590423,518.1274372619905,364.9633502168436,57.966834276881784
2020-05-27,3343.2544088655964,3036.1298828125,464.91218064277825,548.2078573922208,447.34102428240703,214.0909471491703,164.66206495724734,533.7761753258658,29.896794263863097,516.3097303418741,365.44574068015635,58.61189383001377
2020-05-28,3351.579171699363,3029.72998046875,468.9583456895062,555.0171273275454,443.58319236661373,215.07158989144344,170.2312301828389,525.2037199669677,30.839870199901938,521.1935744982844,364.62161607758685,56.85890549867475
2020-05-29,3390.8765070828777,3044.31005859375,468.8420698495464,564.9096501009437,461.1495085518092,208.92032045530323,172.37753078154466,524.3417896019256,30.588834313453,533.0359846704212,368.34020614326346,58.370612614666996
2020-06-01,3415.8814356511884,3055.72998046875,472.9347523287392,569.4102039275991,459.32618563796495,212.53083781768552,172.23725172526045,540.2288343558427,30.71435225667747,532.3566628646972,367.49599216165853,58.64636257506331
2020-06-02,3442.1246770866373,3080.820068359375,478.5156378227598,570.5207493078224,476.5812011340051,211.49077248727028,171.64807326730318,542.1157043916335,31.358899590054634,527.2708263699798,371.6768833116124,60.94592940419604
2020-06-03,3456.54870439568,3122.8701171875,482.0037001271238,569.7609282857527,486.09814669301846,216.7505670709362,165.43361582071947,536.1522510037069,32.47159052102545,532.6320560249688,372.5813961011315,62.66445274729697
2020-06-04,3411.145674461986,3112.35009765625,472.2836502038503,563.7406432288528,484.8306863612377,216.6465492020328,164.3815068446789,527.137153934393,31.640462810984733,519.4493804624562,367.6768885854008,63.35875282809809
2020-06-05,3474.8989498019278,3193.929931640625,484.81741933156883,574.1153506792651,488.1883230041604,219.1724286249623,165.98071163205208,537.5732329082507,32.74637017742184,528.9783199948257,376.2798661169649,67.04692733245597
2020-06-08,3502.5341557522315,3232.389892578125,491.30519960542784,581.2461365233356,486.9653438934677,219.63305003788975,167.6500612988703,539.0407787444292,33.68605303711436,538.0483082808504,378.6115222590021,66.3477020718445
2020-06-09,3511.0765675939274,3207.179931640625,482.1432169421136,580.340184068123,490.7899146055083,216.21567309076212,169.83844454420074,555.9760806798982,33.2891459256809,534.7434782952672,381.5059877221092,66.23444172026375
2020-06-10,3559.7466365411947,3190.139892578125,487.0032419037504,594.455624323121,497.37171029885917,217.65691457423887,175.08495830799325,551.4568911623328,32.88545783787265,543.2259238186044,395.65667027742353,64.94924403699866
2020-06-11,3376.802379372639,3002.10009765625,455.657198596939,566.4731717087732,478.60467257813025,205.17606259408456,171.73223856055253,522.8043267783235,31.012878271180224,510.1773998381245,374.4105417300127,60.753888716518404
2020-06-12,3446.1836606926863,3041.31005859375,468.77231144205155,594.0464830661524,483.94126551485965,209.55920963265694,171.10097745597056,532.4716743403801,31.09768706272567,515.3366371548065,377.36530600103396,62.49210902204928
2020-06-15,3454.941215257219,3066.590087890625,464.5866295803338,586.4480944732455,482.58487667013327,208.20713603897906,177.48376548905298,541.6032167837661,31.742234396102834,519.8533091079086,379.7773503300206,62.65460238767628
2020-06-16,3525.0296386479818,3124.739990234375,475.3066091483754,601.5425751965539,495.01471451964983,213.45205797181657,176.37555345258352,548.9410525996163,32.25108714537551,529.8412559177848,389.0838548483261,63.22087784789994
2020-06-17,3533.659616742211,3113.489990234375,477.1669161405171,604.201971070324,498.6391706306399,211.9067986194364,179.71424208361404,548.6615268298654,32.55639931257089,526.0039618015685,390.43057934308695,64.37805091058756
2020-06-18,3541.4414423645067,3115.340087890625,471.88830525150627,614.3867121169557,497.0604096097038,209.20262876035676,181.45373662987734,549.6166206031625,32.28840322070822,527.3626614441782,394.6114704930408,63.57049423501712
2020-06-19,3549.183807778211,3097.739990234375,468.6793120595265,625.4189887199849,490.61202365038656,211.56506772624076,182.6320935457919,556.2556064496492,33.360385,525.6918682303145,392.2596943011605,62.70876809515576
2020-06-22,3591.830031879708,3117.860107421875,471.12096276906226,640.9518191496695,492.32419440535637,209.12833352138628,181.97277020838953,557.2572996995667,33.08560534360362,540.0128728760578,403.1541492166909,62.82202468992507
2020-06-23,3632.609866418092,3131.2900390625,482.2827337571034,643.7427199353525,508.64530783393036,208.75687999825772,183.20725158994492,564.2923277798487,33.15345392973532,539.4804087454248,405.8475982062126,63.20118464228145
2020-06-24,3550.927858849115,3050.330078125,469.35365515944557,630.7816600312153,503.01963785397436,201.46152736279882,183.58599540956695,545.1440305622174,32.32571929604092,525.3430182169164,397.66671233004706,62.24590262689216
2020-06-25,3599.874792399792,3083.760009765625,505.35048368781355,638.4823450866273,493.9918839392381,201.46152736279882,183.40364440926402,549.010934042054,32.64460118046265,530.1534055202005,402.6918174616059,62.68414970972692
2020-06-26,3497.7091593507525,3009.050048828125,494.072401377408,623.8262586627478,479.6497607337012,198.2967587625156,183.67016070281628,503.35322182512385,32.179848071056405,526.0590404336227,394.6315598720763,61.970148909684404
2020-06-29,3511.2672104617322,3053.239990234375,494.65374509480205,619.851724483744,478.1154809338532,199.1733836358853,183.33349952981894,513.9756276154916,32.61746174600997,528.6295260125895,398.87274982994427,62.04401157959383
2020-06-30,3577.804412199631,3100.2900390625,499.3044948339541,636.0859144436305,479.62750315854197,199.67855498612644,185.24132466258092,528.9541780727321,33.07542870272359,543.8134665812919,409.0636470879256,62.95989967012323
2020-07-01,3628.790350633837,3115.860107421875,499.00218474653974,642.6614275975894,480.1833996698359,201.96669871303996,189.68823603268686,553.3670787089269,32.94991075949912,555.5456634581581,411.4556020378768,61.970148909684404
2020-07-02,3652.877969769722,3130.010009765625,501.6298697035301,647.2496959585726,497.1938532729679,203.85368895861578,187.75234866710446,543.7463306234906,33.08560534360362,560.5396648786772,414.59126273264036,63.23564963051953
2020-07-06,3745.457422180745,3179.719970703125,505.88530997274273,661.3358831711105,533.6606508421564,206.1121327273202,188.3555689440779,559.7265387856627,33.61142088644894,568.5264027135255,423.51585435361807,64.72765978408184
2020-07-07,3722.583352535874,3145.320068359375,503.0483497932676,656.6161098982144,525.9003233299704,204.28458774161027,189.07099534190917,561.077639247769,33.48929601957079,565.3684304030331,418.59125745885194,65.1363633016774
2020-07-08,3811.8299702123904,3169.93994140625,509.0013037821975,668.7735138096443,572.9736358348314,207.38993375375142,190.23533184401947,567.4138173586875,33.30610871925356,569.8667241350632,427.7972537403647,65.07234723457722
2020-07-09,3827.647138145307,3152.050048828125,509.97795696953085,673.390990620035,581.6456078393242,204.04685204559428,194.66822280032116,569.5569311984121,32.87867168518002,565.3317299920509,430.7922274402645,65.35794755459423
2020-07-10,3844.34616869003,3185.0400390625,512.1870559991471,681.22318058736,580.3782153660044,210.43585717775048,197.5299497968582,570.8847496947011,32.93634104227278,564.6707303762371,429.4856817035746,64.61440694612398
2020-07-13,3719.9540781202754,3155.219970703125,501.6763871359949,646.5482918353181,559.6098959178486,206.3795683815453,189.81448397256088,556.7448120916994,32.73280046019549,546.4757312032953,416.2194225587439,63.75268456307406
2020-07-14,3698.515271290267,3197.52001953125,509.6291649320563,633.8502417550066,552.7390231812711,208.9946156942737,194.3315402221119,558.4453197659942,33.19076741690911,523.9476181633245,418.79227393243735,64.59470622688258
