Date,total,SP500,CMCSA,PAYC,AVGO,MCD,NOW,EL,FICO,WIX,BABA,HD,UI,IT,TSLA,AAPL,NFLX,COST,MTCH,FB,FISV,PEP,GIB,LMT,PANW,SBUX,ZEN
2020-01-16,3411.542156332068,3316.81005859375,80.47052747488144,176.3829833240852,66.33859980683535,171.05377158817808,173.3962857694758,172.11671607346213,173.49335700734716,182.2020605043451,40.93147885247268,169.68525693771977,132.99990529212005,129.8202111407201,48.63953410620305,170.9679727151823,155.90461930919471,169.341374350817,176.74552235814534,167.31209379990128,169.5057862867903,66.70727667159473,101.33134048864326,173.63182553736843,6.598313519739027,163.48134498039934,172.48399843644606
2020-01-17,3421.115383095193,3329.6201171875,81.55216859748201,177.5396476194602,66.7145338400822,171.97048480349486,174.79455275155925,173.648820531794,172.27247359241343,179.13705848044734,41.569374984991626,171.97669477422266,132.84415183524538,130.0218955376532,48.356311247261026,172.86075850118527,156.3880600608752,170.26343564912636,175.92237839440617,167.59123280229008,170.1685258848087,67.49566288231053,101.5303715889604,173.61550710539126,6.566035674254005,165.31781878779375,170.99742716768435
2020-01-21,3426.3188094578195,3320.7900390625,81.2087897356112,179.66121084641705,66.55897652127565,171.30525961305653,175.0518461657185,171.9508646210473,173.36148539694247,179.27753887660643,40.62440906370708,172.74791897806122,132.6650359540009,130.07029782334294,51.83266307588653,171.68929720627264,155.66980482835987,175.05818168681438,173.87409983851543,167.0631273199993,170.06982067391627,67.78235275393061,100.7342382553204,173.81536121967454,6.59749981688825,163.3930476592413,174.25568152721237
2020-01-22,3423.7047899903687,3321.75,81.44915297409865,181.75879654433882,67.61762738295225,171.53241088577363,174.97913355165997,167.93107273020698,174.82484744341176,178.80500327853989,40.64451484028687,172.7108383888924,132.5949367976643,129.82827408505548,53.95067907032784,172.30214662245578,150.09422546712963,174.29259129334508,173.45296355186025,166.9725982407026,172.08623634620022,68.50862841542889,100.79277208533469,173.10974773994795,6.611062082917886,163.3930476592413,173.4614825125956
2020-01-23,3446.360503322001,3325.5400390625,78.3759288613429,188.6928199409478,69.06084958926621,173.13869842250605,174.20168891665097,164.95373608851656,176.57321729996414,179.31584994039457,40.052313400996276,173.26701328020323,133.09335498959942,130.1025742203619,54.20074887265164,173.13192963748062,160.9599452129171,174.8458246615208,172.2086833014659,165.79566265066524,172.3541551006488,68.63763229591426,101.24938598072612,174.8880709586464,6.642797735760733,165.54737296161315,175.07024900123994
2020-01-24,3426.8607473197662,3295.469970703125,76.55602547801254,188.66884241191272,70.00067478233213,171.37016174509228,173.04393682768932,162.1659422423673,174.1144310094509,180.10763790775985,39.068962710247504,172.04343304548226,134.83004108927156,129.53786037091695,53.501687314882524,172.6329674642692,162.59900986390483,173.52140717161558,168.0483130117656,164.42258839670916,170.3941331848224,68.28883187507665,100.92155901668612,176.4053615022929,6.588548671642189,162.51012833677933,175.51826188878422
2020-01-27,3374.7891556849554,3243.6298828125,75.54306143766755,187.30241588884638,66.76638408189523,169.82876396157963,172.05955141032217,155.5715906440452,171.75349039009532,178.31972330828742,37.55555469364285,171.44276597333172,132.73512322711042,128.77952506887428,52.857567689089436,167.5566517372871,157.8659777946361,172.92905181371748,165.50869173943886,162.10645301545617,168.22261854518842,67.91613941646631,99.78590624479754,176.35641865367793,6.451570115852875,156.68286889189838,172.891289941751
2020-01-28,3414.1581198156573,3276.239990234375,75.61173851992311,190.93423423408842,68.77134141686436,170.68058742367663,175.65029146184676,155.66635601655048,173.96129480977245,182.36808810529882,38.425580648677034,173.4227472285494,134.01232058664584,130.32845976013988,53.69871222661716,172.2967179034186,160.4626926712258,173.71140633791785,165.34279111578726,164.30941553575218,169.81600573761264,68.05948435227636,100.5117864771004,178.31013700966872,6.486017973569141,156.45330124579925,174.86661101687864
2020-01-29,3405.838087800548,3273.39990234375,74.37557723695103,193.00784240297511,68.5985028819093,173.96618513244167,175.02387058486357,156.94573674749415,174.13570858076937,183.13432886786944,38.75275621402242,173.54140058772674,131.27880998633054,130.80443198254073,55.03336575746884,175.90329070595226,157.99489251828734,173.0016850108525,161.010143999245,168.41356930413122,169.26607516863166,67.72023491388678,92.26946753246608,176.95191072402088,6.443432673457591,153.13352944336307,175.1313388428901
2020-01-30,3426.5994727657185,3283.659912109375,75.783424676155,195.14738420433432,68.09942452435651,175.3777662730669,191.07038383674828,156.89835406124152,174.36542586233176,185.06274335030858,38.123996788962955,172.62926561888386,130.85826258121924,131.69991119731725,60.69972359110839,175.6483891757957,160.10357208029367,172.94022221618835,160.12318685758703,158.07774782104843,170.94407451186453,68.72364217373081,91.22747067507464,177.79212948475512,6.455638630106761,151.57958281357105,177.1677497596679
2020-01-31,3363.2190808941905,3225.52001953125,74.15237999432395,190.67653523782275,65.93026596582283,173.58489284349173,189.17434268476129,154.12635846068667,171.1707004379112,182.22760770913973,37.760266026831424,169.15132813682882,127.26809014325279,129.7072683708311,61.624222320469265,167.8603620858601,158.88348379383527,170.7328483636466,155.43319958363676,152.32892104898718,167.2496594963477,67.85880435847281,89.58837158436036,174.6188728439476,6.368297603764904,149.79609548223934,175.9459063169177
2020-02-03,3415.680529992181,3248.919921875,73.2424315773623,193.8588709335101,65.94539115080745,174.56650819084422,191.95409812789072,154.94768647363716,176.89226403133893,185.44587347499768,38.95015762344686,171.70230746669915,128.71661987031843,132.1839586738922,73.8842768590713,167.39936784396346,164.82740097310554,168.76578312364998,158.34291341975228,154.04904262664073,171.945230438934,68.09292737249713,89.84594544706322,172.88132703421724,6.40057586313744,151.8797856221407,178.95978577326272
2020-02-04,3484.558857828752,3297.590087890625,76.02378791464244,202.41102089481836,67.32163793032377,174.11220564541009,196.8927695983864,158.280405312753,179.338288971879,189.3665217348435,40.737733799421676,174.26813261072556,130.9361452512701,124.23758851079239,84.02536868924469,172.92583692574055,169.89653866683872,170.38637829250425,162.08850657731614,158.30408203112626,174.6948832838389,68.43217681088669,89.29567563717464,175.7038182950732,6.515041421538569,156.06481458835125,182.2994984338517
2020-02-05,3436.5586039038444,3334.68994140625,76.55602547801254,193.27753930850622,68.57041513647141,173.9093911248544,189.32534937409835,158.9911817581344,174.75678258287311,185.8162202538857,40.25154159411607,176.57440494597742,130.8660460949335,124.48767519341524,69.59330655162482,174.3359301446709,170.20041209772762,172.6496382654995,152.20445395527045,158.5153242240426,171.56450265544802,68.94821420530707,88.87420169100893,177.50254266557226,6.5549145167767,154.61682743840487,177.6157626472122
2020-02-06,3440.997617647896,3345.780029296875,76.57319147387292,174.22546294832364,69.0694934940242,172.6925040015204,191.11513793864066,167.05445688294134,175.99468545845266,187.8212568639011,40.375829820985494,177.11574533853928,132.89087668398508,124.47153699490578,70.94406506049802,176.37512583495052,168.94809161769362,173.57727623801952,155.98196222612955,159.07361374065636,171.56450265544802,68.96254796980544,91.54358730016322,179.04430463352622,6.674533802491093,152.12700195464765,176.7808267137738
2020-02-07,3412.08628897155,3327.7099609375,76.81356126176742,175.9155221001282,68.10590580458314,171.67032327429357,190.7571733982567,165.0248221684261,177.64522262589207,185.2415348102558,39.57708747582824,175.97373787382685,112.8840379670172,123.092022613393,70.85975692785318,173.56579683516412,168.86520682697767,175.26494498384776,153.56996730964042,160.1901812620478,171.8324214098966,69.45946881767713,90.31426074903464,179.12588434609552,6.667752669476275,152.60377246097403,177.0659229991961
2020-02-10,3428.0504199707075,3352.090087890625,76.67620709725628,178.58844046842108,67.88337305897895,172.96834115737622,191.71358323476892,164.80368288169612,178.547059309451,186.19935037857482,39.43817661244782,178.42832125034684,110.594425312956,120.34104448486417,73.05828697216558,174.39015113115184,170.84498571598385,175.35435936576346,150.81340169079567,160.74091901416276,173.73602805314314,69.59803826226316,91.04014991370893,179.36652831666342,6.713864291199535,154.5638544346219,181.64784756194612
2020-02-11,3418.36088098321,3357.75,76.89940433988336,176.65268022961632,69.17103794648635,175.0127026118299,192.16103891024886,165.70400212261868,175.15665552475977,184.30926644673144,39.70137849168041,179.19213386251445,113.00864548580775,122.68865381952679,73.351934525205,173.33800579824805,172.05126221243145,173.61639822774194,149.00121313966574,156.31236170374657,170.21082658118246,69.79871825606669,90.09180897081464,179.40323545312467,6.695148297856635,154.5285435895265,180.30382443589556
2020-02-12,3445.8195466765274,3379.449951171875,79.01117549868931,177.61156191706962,70.15191344544341,176.4161880068226,195.64550930564002,169.6290165904231,174.6546917830875,185.177676541673,40.999106105976175,179.15505327334566,113.5304261021127,122.2610838828157,72.68033851330566,177.45439821206745,174.96106774701795,176.0975919002414,150.90911293333806,159.00570541934772,167.99700048711358,69.79871825606669,90.56012427278607,178.07764603143113,6.6379155186560705,156.40032824201631,180.9961966900405
2020-02-13,3467.029360845161,3373.93994140625,79.09701857680525,181.76479549897155,69.99419350210549,176.38373075139677,196.7697214212155,169.7079957678646,177.85366233613595,187.39981567542384,40.27713051076464,179.72606266340543,113.58494634779369,121.72057117621561,76.15764066933068,176.19073144838643,175.60103275172023,177.81878890753183,150.2774085033553,160.8012755709726,170.70435263564474,69.98506448537186,90.12693998766893,177.30268855128898,6.662056335633322,158.80186987689515,182.31986689326254
2020-02-14,3488.063718020648,3380.159912109375,79.13135711793304,188.44110160981904,68.65467177941758,176.11601409880538,199.20270938377845,169.80276114036985,180.61447589737816,189.34097453004887,40.143702787453,181.70604391862312,112.7516469345124,122.95487870065912,75.78158563844545,176.23412809873838,175.14062101715848,177.88025170219598,151.83434434281006,161.58588778582805,172.48105718977004,70.23352855472086,90.82940847444037,178.58748811669787,6.706540551655028,157.6540720632387,184.25446658615084
2020-02-18,3499.1194543763927,3370.2900390625,79.23437274131639,190.67653523782275,67.13799286607934,175.3534295209055,199.9465799080238,166.98338285356238,183.15408839840327,193.7852527975505,40.30637578378665,180.89773912561577,112.1597790450979,123.15656309759223,81.310590448851,173.0071849564346,178.53846186632833,179.9702595855705,151.24730743250328,164.31696730025098,172.38235197887758,69.56937073326641,90.24401658006893,177.64937121141713,6.759975912922795,157.5657882143603,183.7657167797849
2020-02-19,3521.7143312331946,3386.14990234375,78.92533242057337,194.46418008754904,68.20528763251393,174.9315842308972,200.07522661510342,168.3101462707587,183.67732971139404,198.25505878303915,40.602476503431944,180.67526690601,114.28584284534314,123.99556477250492,86.90116780255622,175.51280360764804,177.80640889445328,180.51232255127533,150.71769044825328,164.0830928375105,174.2154610475216,69.53592042221933,89.57667017778036,177.21295584638938,6.7461425505720705,159.1726943756556,183.31770389224062
2020-02-20,3466.484567862766,3373.22998046875,79.01117549868931,185.98392613435436,66.81175304348163,174.48538980991154,197.40174082810742,166.88861748105708,178.71721496977526,180.93773693891328,39.85308241889375,183.18176537044775,113.19555676399355,125.00398675717045,85.1952036509926,173.71222329041345,177.71892954083447,181.10467790917343,149.03312825296095,161.88767056987717,171.80421377360668,69.35913246618851,88.42929813456892,173.7419469467521,6.757805900691552,156.45330124579925,179.81509016611196
2020-02-21,3415.0099923318394,3337.75,78.6677966368185,180.0267995785927,65.78767120746954,175.1262782481884,192.6700101399699,165.26964074775182,174.19101209133484,175.356871129953,38.856938664312054,181.9359277298998,109.76892129661603,125.41543080521073,85.34581067004954,169.78024181413085,174.98869132703956,179.91439051916655,145.60656688764786,158.5681290163536,168.49052654157586,69.68882363130372,88.56979540487178,174.48835028276335,6.591261290403121,154.26366509833198,175.64044157208457
2020-02-24,3310.450491669029,3225.889892578125,76.57319147387292,177.25797109415944,63.000608622772404,173.2198291822547,186.56237245200637,156.9852263362149,171.31107528761643,167.93699631193104,37.68167249319036,177.75349299985865,105.74263442610975,120.34910742919956,78.9794481780657,161.7156148688627,169.75381215317668,175.25935125558752,141.38238342002876,151.43113597317475,164.40129068248925,68.15504521254095,86.74336662042035,171.04182525475008,6.43746524329355,149.24867634116274,171.52689835628962
2020-02-25,3228.6461708164097,3128.2099609375,74.11804145319616,173.14671190519078,61.073426650522805,172.0678441909564,184.41463641576885,151.18060625965447,166.06595273591455,170.73382088931174,37.58114361029142,176.03306455341553,104.45765355286008,113.83067855297966,75.77021784377287,156.23795460550207,165.78965981226148,170.36961416177317,135.9075349744891,148.45110149068597,159.6916266798191,67.41921856859462,84.95206885282319,163.29629583120249,5.34244801650474,145.13428253742268,165.58056667149592
2020-02-26,3233.318061039293,3116.389892578125,72.48700332077216,174.95064145804216,61.764793977078014,170.44532802651105,186.9594754956852,149.49055549697025,166.05743651456928,169.21408373635637,38.15324206198496,174.47577033158237,105.15076653669527,111.8460986708289,73.77060613916981,158.71646276347502,174.60654171898872,170.82785647382252,133.4891638548096,148.77550503272312,159.1557999289831,67.83968781192411,84.92865710729177,163.51655109728634,5.142268837463307,142.45020025266177,169.10356439361772
2020-02-27,3109.1415270191433,2978.760009765625,70.47824123594252,168.6219089259763,59.18730157753182,163.06287452675832,179.03410779970196,143.95445739339246,155.7373470714898,171.28295912814698,37.4751315873237,166.65224126406198,104.50437840159978,105.91657247706016,64.31721168550514,148.34145244065922,171.1396419197648,163.80898950691125,129.0352665856201,143.15493162694418,153.0501483976125,65.15916448833357,82.29439358262033,156.86821528433464,5.087477166815074,138.24750912776364,162.72960381727287
2020-02-28,3092.815730272004,2954.219970703125,69.41377265860935,169.39502420426916,58.899949436293866,157.5219803397195,182.38435002679347,144.9969246930729,159.9615226792013,171.16802593678253,38.01798476599523,161.54284838183617,105.64918472863037,104.38377598430404,63.274308666306005,148.254675690928,169.90574184329557,157.10865807794033,130.13279187060567,145.2070085111337,154.20641405009317,63.085463928203986,82.43489085292319,150.86023167051738,5.007730976338812,138.4947254602706,161.50774483794035
2020-03-02,3223.5587274332274,3090.22998046875,73.00206833887485,174.97460069758142,61.56818635238033,164.32032702996665,192.62525603807754,152.68112627732813,164.65363608933808,177.15756907522655,38.56266472836211,170.515807821147,108.93563376656178,104.71454134963561,70.43823794510196,162.0572931487505,175.4398858344934,172.7558167781463,134.10173115088537,148.202135010784,161.0735103903746,65.73731972279778,84.0974016891689,155.5426258626411,5.134402491389111,145.469782718808,159.7971671254065
2020-03-03,3123.9978400290706,3003.3701171875,71.14782641441671,169.18526197657783,59.2521143797981,161.85409552787277,184.3643008526565,148.77979110211945,158.50666387203256,172.57282989837344,37.91014595933216,169.03267477765147,109.95583257480183,101.5198550858862,70.61726806425254,156.91047027817595,169.7860302961012,169.17373304350605,129.6350814753151,140.2427939539279,154.22051786823812,64.7816965384992,82.17731699022033,153.9315198942716,4.937749633959388,138.79491479656053,144.70735477452357
2020-03-04,3239.4623794389877,3130.1201171875,72.96772979774705,176.0114139267727,61.67189342937385,167.9466516478073,192.99999909949895,152.7364020611127,166.5721745882595,179.6989800650837,38.74178993388485,178.77685842080086,112.10525879941692,101.66506809787482,70.99520929628814,164.1886943077985,176.7014235416353,179.2381974535634,132.1236419761038,144.67135126434408,158.18284088014238,68.03559231450363,84.6008390756232,163.97745033393812,5.042179247942591,140.68436160773788,149.12637827173393
2020-03-05,3147.5146451309333,3023.93994140625,69.99751475896761,169.16130273703857,59.2067454182117,160.8887088082332,184.19649857359323,149.75117232189035,161.82049955688458,175.19084352899927,38.650400547428134,174.12723316112834,110.94488544495778,101.31010774461771,68.63091758229679,158.86290576969702,171.63228584790212,176.4552494279042,128.5503171210461,139.6995964544756,154.051304324682,65.98578379214676,83.38322286344605,156.90900514061929,4.910896612108717,134.53925066787943,148.65799692477881
2020-03-06,3088.614711077962,2972.3701171875,69.310757035226,160.44132836198057,58.21506998333276,161.32678272595442,177.43448149648034,151.59127629139502,152.2618589656141,174.00316157795137,37.403847977446766,169.455361811036,111.55233224502784,96.93759149628865,66.63603944763051,156.7531863848523,169.87811826327396,173.9852261578756,126.44461011476278,136.62148112819133,150.6107042454688,65.58441651371338,82.64562335982033,155.99944237946946,4.778528763215465,133.03827704187037,145.70520731008395
2020-03-09,2852.968708735136,2746.56005859375,65.03571018062594,144.33786623025475,53.52026926706591,151.59168573928227,163.36791907045864,140.49537669058253,134.36546119800678,148.25707442470286,36.12805292342613,156.07009514581446,99.56691538937488,88.83794537686484,57.591845854644944,144.35524997789568,159.5280574120915,168.75461272117911,120.75281732270514,127.87752785647979,141.0503595748012,62.19195858394924,77.81028952796602,143.58376692326843,4.306833167260224,125.0743544533051,138.5166637231292
2020-03-10,2999.033577439131,2882.22998046875,67.13030879416448,143.52280399327236,56.799928929089205,162.1380408081771,174.95115797080504,147.98215443229526,143.1711561767689,154.3998715617033,37.723710830045285,167.3715616953899,105.62582230426052,92.05682662853978,61.127869571771086,154.75194207491478,167.64972715407322,172.90110022646593,126.12556127384039,134.43361062505682,150.92092369629114,64.09364667927203,80.59675172952032,149.75898023473115,4.5425454170773,132.2083441954711,147.04923043613448
2020-03-11,2837.594406122006,2741.3798828125,65.08721471761409,132.2557704154858,53.14217920265517,152.71933397841917,162.55133593215476,136.23865931794842,133.80394881714116,146.83951634752225,36.35652638956793,157.87209636226612,100.85190220423807,86.46613489935734,60.0764425132736,149.3773281674242,161.1072803401331,166.2119391999659,120.01263219512758,128.43581737309356,144.42045132135075,61.99605408136972,77.51759358078031,145.58234540805074,4.272927502186134,120.60678483721244,133.79219101766802
2020-03-12,2561.646215168781,2480.639892578125,59.98805597476128,115.05556952147687,47.267739331569686,138.01934148976534,146.60549380649476,124.26615592040085,118.74068758198737,133.73659664476529,33.83235198187058,141.33516066420947,88.35249418760795,82.56152177417438,53.09722002414018,134.6256200080543,145.14479932059083,156.3877663484041,105.88524192288418,116.53830020112643,133.84484690546867,55.11078728870021,68.24498811770599,127.00370479985726,3.812353063708197,109.6585771553166,122.53084113373998
2020-03-13,2770.876059420631,2711.02001953125,67.52519874243048,135.81567446311846,50.603574484468744,143.6981480653241,160.8957926046008,136.0096389842171,129.12884188560548,143.67233524784976,35.45908194520709,152.51798517001467,95.7275338554409,85.76427098225918,51.7777211439105,150.75488217407693,154.8364607128552,168.91666030022984,109.11398755125047,128.4659898955804,145.83053191013502,60.897085961261105,70.65679986415742,134.02320714456116,4.111265522889879,123.46743481973012,131.20595598945644
2020-03-16,2394.4356561097306,2386.1298828125,61.8766364403472,117.62661539798839,40.52693427112631,120.88556237562753,148.45679792527815,117.65599402595376,102.38421996068857,112.38369334942914,32.689984651161595,122.328818406291,92.09063656873477,74.82491126218179,42.15855779374253,131.36072548540844,137.58944107035444,158.24865307575394,95.55450557974267,110.15573533848007,121.52074557175123,54.03571120636432,63.98333584127168,117.44314502114999,3.720672012903853,103.46048647553535,111.47313700246444
2020-03-17,2524.18453172164,2529.18994140625,65.61945228098419,129.90048572129837,43.1044266706725,119.75791413649064,160.75596590639248,121.41518114240453,104.51545628052648,116.80241466873234,33.77934457589535,128.76561038366623,104.20843851527901,72.61445199517237,40.7500208243434,137.1366673783049,147.2166521261187,171.5543248775694,99.91905928524433,112.72837745229772,128.16222385395784,61.02609713257277,62.48472955467454,130.04235615965712,3.839748692088557,104.14916246927329,123.93596963802301
2020-03-18,2382.982031137281,2398.10009765625,61.25855579886115,115.30128889797292,36.26855843799359,111.3857371649369,155.576779542775,123.38954007313521,90.18387606860733,104.0826250906645,32.90017912441895,115.41000140053548,97.34739595003674,67.26577784935806,34.21599962129372,133.77956738689062,145.2460904642205,171.83933215404758,88.89919006172747,110.87246225569916,114.14601935886259,57.776976847792376,56.95863310881452,135.98916121270568,3.5961705100847974,99.46969410190893,119.82241865393692
2020-03-19,2490.09764982077,2409.389892578125,61.70494373470827,118.39373172164852,42.0112067833314,121.28308329229039,155.2971261463583,123.6027621612721,104.12834468861304,130.44170875133102,33.06102533705725,119.4886172701482,102.37831460135455,74.98625631776052,40.5075283473306,132.75454082271364,152.8705076645109,170.56520705633565,89.21185417512365,115.52735377619317,119.0954052377525,56.06641047299878,59.70997322588595,128.153911531575,3.773293671320843,108.44015091532948,126.64439211782607
2020-03-20,2375.8018101760536,2304.919921875,57.29254271559707,115.55299808435377,41.529412938610875,120.46371708561922,142.45543842779242,119.2512794161327,102.70326669206335,124.15844096157531,33.13779208700297,112.8293417577601,100.16657273411715,67.15283507946907,40.49710726664537,124.3265455478681,153.23883143189988,162.29457285070376,83.43072634371401,112.96225191503821,115.30228501134324,49.65895891789171,56.42006917169165,118.78097015499726,3.893184053356324,102.47161440936763,115.83105512144233
2020-03-23,2343.318861165134,2237.39990234375,58.666051613673254,107.24056854490883,41.79947727033284,111.22348802425556,142.8022144427033,114.02318082372766,98.32594839365107,120.65922414680297,32.231208146199904,120.42298701400382,99.20867768527236,68.58882700084568,41.13744003648904,121.68533305302066,165.8725305523263,159.56190016318828,84.2219637184938,111.73252304452593,108.57620533638915,50.25622340807831,54.85121871612879,112.89942638254084,3.964521705116214,99.85817402321709,113.50954791924224
2020-03-24,2572.336434031766,2447.330078125,59.47299095665859,120.83291947796292,45.967108586925285,131.38324394019955,152.13144765067872,124.64522946095258,114.56329926349605,136.77606120727222,33.95115706867122,136.98216880248034,110.53991695050206,73.94557024591472,47.83533309465514,133.89346290534866,164.51432436575982,159.23219422277703,101.7823000835765,121.4496984541851,122.18348516976963,54.39406990047628,57.766472315220234,117.83878297720965,4.359454825677214,114.56760643264023,131.32813567275676
2020-03-25,2609.220210294748,2475.56005859375,57.635921577467876,126.24468984702126,47.001996952226726,132.21883877458362,148.03173636943313,132.48737734956012,114.40164684247233,146.55855555520407,34.464764974320744,134.78712691932782,110.3763680966861,72.85646957854048,51.0796099135409,133.15587708360584,157.64038054090918,156.9521701190507,112.77026271813396,117.85102941010882,128.5993453939014,53.753804116794555,57.743056103503086,130.38498099459494,4.502943418160258,116.20983691131062,131.51142073428957
2020-03-26,2774.5336686945793,2630.070068359375,63.078459182191494,137.36789482958898,52.53723444026123,135.76404501149156,164.84449719650937,136.6098397609682,129.7456707590813,152.99507734351621,35.700351264164546,144.76120568916102,113.75627871532392,84.80425743820275,50.029129569030765,140.1629382524194,167.1248510323603,163.34515346660166,115.00997228344531,123.23017658864846,137.75077616091536,57.46162309258869,61.11491466561453,142.89037670837905,4.556921385957714,123.4321239746347,136.4598998835229
2020-03-27,2653.887476333851,2541.469970703125,59.35280933741487,125.21987452709546,49.84091307542062,133.0544336089677,153.2500612363455,126.8959914116672,123.81565447336496,135.70331244758876,34.47024811438953,141.3055029821187,103.92029402589955,84.53803255707041,48.721945197461025,134.35987759079612,164.42223639858705,158.89130082584535,113.30626442991016,118.28859430126683,132.47706701305816,57.557183952853286,58.78505296089452,142.09503052375285,4.408821258803582,117.14572923755553,132.06124484572334
2020-03-30,2731.611978281565,2626.64990234375,60.93234948225776,127.72498677113445,51.876117483675266,136.39682532531998,160.17988059252164,130.48932707570313,133.50190856436748,133.43009839105628,34.960096676068574,145.42119944090024,110.71124931803229,86.97437736385781,47.563478030385696,138.1942331547595,170.7943331188435,162.68574158577917,114.86321731803652,125.19926464620399,138.6532268770924,59.95580018687406,61.37248406213167,142.2867316457058,4.515420885018028,119.82981152231645,133.09981876352307
