Date,total,SP500,AMZN,BABA,BKNG,CMCSA,FB,FICO,HD,INTU,JNJ,KO,MCD,MTCH,PAYC,SNPS,TTWO
2020-01-30,3378.001677736916,3283.659912109375,164.5927556348368,268.29028397228836,72.79109459635586,316.95284264389375,325.3967637320883,348.7308517246635,345.2585312377677,189.73464434870644,31.242766679032915,48.88950502684214,350.7555325461338,320.24637371517406,390.29476840866863,128.03893740040238,76.78602607006152
2020-01-31,3322.744172103863,3225.52001953125,176.7382693907979,265.7305987954714,71.17592861474763,310.1312421343536,313.5630322128185,342.3414008758224,338.30265627365765,185.597458754113,30.933163767457792,48.507426750942265,347.16978568698346,310.8663991672735,381.3530704756455,125.2288956066214,75.1048435971578
2020-02-03,3365.6587340641217,3248.919921875,176.34057312590437,274.10423171017715,71.50564944640945,306.32551893501585,317.1038341429411,353.78452806267785,343.4046149333983,187.19936570372272,31.203286751384567,48.656936192557474,349.13301638168844,316.68582683950456,387.7177418670202,127.56351343417647,74.93009653754314
2020-02-04,3449.4863626026568,3297.590087890625,180.3412721026301,286.68395472634376,72.4963687507573,317.9581259499893,325.86266371166386,358.676577943758,348.5362652214511,192.5744141971438,31.50042298487478,48.8728925146057,348.22441129082017,324.1770131546323,404.8220417896367,132.27519927694695,76.4847389874037
2020-02-05,3402.4738584699217,3334.68994140625,179.47902045949735,283.2624707316667,75.4039855244426,320.1841299791407,326.29749737349243,349.51356516574623,353.14880989195484,191.8396395309712,31.99703240886195,48.88119718646755,347.8187822497088,304.4089079105409,386.55507861701244,130.91688394966567,72.76685749075253
2020-02-06,3384.5115290295953,3345.780029296875,180.39054914873932,284.1371251879084,76.24423066045144,320.2559241901837,327.44671416355783,351.98937091690533,354.23149067707857,194.75221414934467,31.90144925926231,48.99748477212262,345.3850080030408,311.9639244522591,348.4509258966473,131.39229496191305,76.97282259018102
2020-02-07,3370.9013734791897,3327.7099609375,182.9465327753689,278.5161297873168,74.24917946257503,321.26123488819496,329.74512404703137,355.29044525178415,351.9474757476537,195.08318899691216,31.560679652474914,49.163603557461535,343.34064654858713,307.13993461928084,351.8310442002564,130.9763038492073,67.8498500950845
2020-02-10,3387.280626623876,3352.090087890625,187.75317137413967,277.53857134323573,73.3568334229969,320.6867716321885,330.8787958298946,357.094118618902,356.8566425006937,197.08889576512698,31.554446313432457,49.628744394543595,345.93668231475243,301.62680338159134,357.17688093684217,133.21753644550105,66.88573235003471
2020-02-11,3375.949693557985,3357.75,189.23925882136155,279.39080387048733,74.23790683380787,321.62026072724115,321.7627865453821,350.31331104951954,358.3842677250289,196.5461123679535,31.581459562995892,49.49584746516483,350.0254052236598,298.0024262793315,353.30536045923265,134.32117655477734,67.72331007204134
2020-02-12,3412.6102185531913,3379.449951171875,190.04872130110573,288.5233119882849,76.22323271953948,330.45242784897243,327.3069275820251,349.309383566175,358.3101065466913,197.69127241183196,31.39444988001465,49.34633802354962,352.8323760136452,301.81822586667613,355.22312383413924,135.42481666405362,68.70550430648645
2020-02-13,3425.097131889381,3373.93994140625,189.15743830321424,283.4425478036535,76.20690046034461,330.81145368801856,331.00303740422527,355.7073246722719,359.45212532681086,197.15509477486077,31.18666345708162,49.512459977401264,352.76746150279354,300.5548170067106,363.5295909979431,136.99536997565806,67.6148465383935
2020-02-14,3458.192233474088,3380.159912109375,187.83765551640099,282.5035759016461,77.41302902110031,330.9550695020202,332.6181304772089,361.2289517947563,363.41208783724625,201.42467838892182,31.19497668951769,49.79486634839524,352.23202819761076,303.6686886856201,376.8822032196381,138.67630413836227,68.34998775564273
2020-02-18,3470.486985039767,3370.2900390625,189.66773712944365,283.6483557793323,76.84224005677159,331.38591694402504,338.23994915654805,366.30817679680655,361.79547825123154,200.9480738003806,30.989266989409085,49.44600992845552,350.706859041811,302.49461486500655,381.3530704756455,138.31124806925754,68.34998775564273
2020-02-19,3481.3797765991494,3386.14990234375,190.9479307288204,285.7321075590259,76.53934570839058,330.09340200992625,337.75852786642764,367.3546594227881,361.35053381202,202.29843663366276,30.947710338936318,49.64535690678004,349.8631684617944,301.43538089650656,388.9283601750981,140.06858479736323,68.41627128160953
2020-02-20,3433.896726067265,3373.22998046875,189.4416298115075,280.45839103709733,76.6334424937838,330.45242784897243,333.23933834886213,357.4344299395505,366.3635307408955,199.4057196980993,30.829270555991275,49.6038272104453,348.9707796198231,298.0662565059219,371.9678522687087,131.65546798983723,69.37436199776887
2020-02-21,3376.8167269379683,3337.75,184.4150059340949,273.4482212410671,74.9929973455171,329.016297100872,326.40619394062094,348.3820241826697,363.8718554597996,196.9763756295709,31.15341686847573,49.94437579001045,350.2525564963768,291.2131337752957,360.0535991571854,126.77399435040391,69.91667966600815
2020-02-24,3286.118778370611,3225.889892578125,176.78842715133192,265.1775119411295,69.69801341463828,320.2559241901837,311.7149773017184,342.62215057523287,355.5069859997173,189.60224632923882,30.318117731094777,48.715078401128636,346.4396583645094,282.7647668400575,354.5159421883189,123.89604780114063,68.10293014117082
2020-02-25,3221.3463949671823,3128.2099609375,173.57255213129574,264.47005929156416,67.13333611308492,309.987626320352,305.5806947111692,332.1319054718291,352.06612910683106,188.52326509399262,30.056304809034874,48.02567340162376,344.1356883819128,271.8150699489782,346.29342381038157,120.68701051449231,66.8676558606394
2020-02-26,3205.8268552927357,3116.389892578125,174.17525078918982,268.49609194796716,65.2522120344919,303.16605320272754,306.24846651445694,332.11487302913855,348.95154066316474,185.40548768621545,29.8547517251443,47.84293893553568,340.8906560530221,266.9783277096192,349.9012829160843,120.58512747331177,65.96379461266596
2020-02-27,3083.3049540452644,2978.760009765625,165.79111797564642,263.72402009992516,64.538723455896,294.76470613108535,294.6787394543932,311.4746941429796,333.30448252812397,177.91221228902347,28.907246143860764,45.62522083243131,326.12574905351664,258.0705331712402,337.2438178519526,116.16209513424452,64.98159578094483
2020-02-28,3075.7541886432614,2954.219970703125,165.742721643962,267.5442447806493,65.93109957573516,290.31272546469825,298.90285819500565,319.9230453584026,323.08569676367233,175.97933049184627,27.943117268274282,44.42914846802237,315.043960679439,260.26558374121134,338.7900484085383,117.09593449287944,64.76467331092516
2020-03-02,3187.474241061302,3090.22998046875,171.91930079008003,271.37732509975507,67.22665449379696,305.3202356289203,305.0682071033018,329.30727217867616,341.031615642294,186.12701042978037,29.09425582684201,46.44751959280222,328.6406540599333,268.20346230177074,349.94920139516285,120.23706702404543,67.52445949414094
2020-03-03,3101.1377614423227,3003.3701171875,167.9634752873395,266.78534995062864,65.43962720059714,297.56514602432753,288.6842197487195,317.0133277440651,338.06534955530293,177.561379758646,28.17376032455271,46.56380717845729,323.70819105574554,259.2701629506302,338.37052395315567,118.95514130818712,67.01829940196832
2020-03-04,3224.0445703530568,3130.1201171875,173.84442437806172,272.6378842305911,67.34913457183336,305.1766198149187,297.8002290332321,333.144349176519,357.5537168416017,189.01972736534384,29.813195074671537,48.93933939503872,335.8933032956146,264.2472839522076,352.0228278535454,124.64312965123138,71.95940571864605
2020-03-05,3133.2475062258427,3023.93994140625,169.2867809318519,271.99474902679145,64.0561932418516,292.75413951889425,287.5660692764011,323.64099911376917,348.2544663222567,190.09870860059004,29.507748779314447,47.128619920445246,321.7774176164664,257.1006342420922,338.32260547407714,121.09450381727885,70.66387034376224
2020-03-06,3050.2072258417693,2972.3701171875,167.26838753820056,263.2223754260386,62.68170619056968,289.8818780226934,281.22989116548246,304.5237179312282,338.910723622072,182.81726195410562,29.511905395532484,45.8993193630507,322.65356545190883,252.88922022952556,320.88265672396113,116.91766184027593,70.9169549871246
2020-03-09,2842.136284343349,2746.56005859375,158.42760429540147,254.24421347653572,59.4043234614716,272.0021337541863,263.2308107379165,268.73092239601357,312.1401902916289,172.13340437920036,28.35038005227346,43.07525882162364,303.18337147856454,241.50563464541028,288.6757324605095,108.41115980148858,68.62114429112434
2020-03-10,2973.5186033987843,2882.22998046875,166.4527600574828,265.4733486393373,60.61744817161794,280.7624792729589,276.7262466551191,286.3423123535378,334.7431233907798,178.5013572142223,29.430868817411373,44.57035006926299,324.2760816163542,252.25112254768078,287.0456079865447,114.76981447524355,71.55568213123082
2020-03-11,2829.252073213033,2741.3798828125,160.20931105759934,255.8520514860348,56.08766452056374,272.2175437792308,264.3800275279819,267.6078976342823,315.74419272453224,172.84830116146142,27.38625117668698,43.365969864479474,305.43866795683834,240.02526439025516,264.5115408309716,111.84093288237928,71.73645621973593
2020-03-12,2553.425225906948,2480.639892578125,147.51739992441208,238.0886602973974,49.78485062146105,250.89107475851642,239.88946109741966,237.48137516397475,282.67032132841894,157.50431207649768,26.058496060967695,39.171407164417246,276.0386829795307,211.77048384576835,230.11113904295374,101.15262462382913,65.29493692138354
2020-03-13,2770.8921749042324,2711.02001953125,157.0541516307749,249.53645907425945,55.26452530206095,282.41404743801957,264.44213646681857,258.25768377121096,305.03597034002934,172.9343578540052,27.903637340625934,40.25950295205843,287.3962961306482,218.22797510250095,271.6313489262369,110.26188176085562,70.27220081412791
2020-03-16,2404.62785457547,2386.1298828125,148.62074177112228,230.04947024990196,50.14528995980963,258.7897801771108,226.7512048960068,204.76843992137714,244.657636812582,147.8994155357371,26.41588737677344,37.59325335559571,241.77112475125506,191.10901115948533,235.25323079597678,95.71933092975766,65.08403688297827
2020-03-17,2519.8094209976116,2529.18994140625,159.06373788017828,237.71563088811348,53.2010456877904,274.4435478083822,232.04688648064584,209.03091256105296,257.53122076733246,158.31850737335947,28.38154674748574,39.18801967665369,239.51582827298128,199.83811857048866,259.80097144259673,101.551633070675,70.18181376987536
2020-03-18,2342.8074880851477,2398.10009765625,161.0134999912146,231.52867336786957,47.97099209861041,256.2047503089132,228.22655878077234,180.36775213721467,230.82000280107096,148.98502273228715,28.042857034091956,37.25270477603056,222.7714743298738,177.79838012345493,230.60257779594585,96.9757826468262,64.24645916097164
2020-03-19,2411.1112374397753,2409.389892578125,165.49460720582584,232.66059760717417,46.32743807798897,258.07170110710274,237.80846804486043,208.25668937722608,238.9772345402964,142.90831927866193,26.399265667755095,34.744275630070355,242.56616658458077,178.4237083502473,236.78746344329704,97.59551393393593,64.08978859075228
2020-03-20,2327.581246232722,2304.919921875,162.42918398655203,233.2008288231344,45.78114512926753,239.61749358258916,232.52830777076625,205.4065333841267,225.6586835155202,133.60792404190576,24.911514118618005,31.812232174850084,240.92743417123845,166.86145268742803,231.10599616870755,93.3847131022026,60.347803575815355
2020-03-23,2298.7277763068573,2237.39990234375,167.4214814822373,226.8209189655933,44.80169845368684,245.36198918307508,229.9969597458336,196.65189678730215,240.84597402800765,128.89484544472117,23.093382917954006,31.197585064665546,222.44697604851112,168.4439274369876,214.48113708981765,92.0943090073929,66.17469465107122
2020-03-24,2550.7590522015644,2447.330078125,170.70070349833978,238.92472821156542,48.97104276639246,248.73689233232366,249.99937927992,229.1265985269921,273.9643376049607,154.77708256471794,24.763985948569704,32.7674310331125,262.7664878803991,203.564600167153,241.66583895592584,102.4090698639084,67.62087356728394
2020-03-25,2568.500296561422,2475.56005859375,165.9266083716071,242.53914491661078,53.10733810473778,241.05362433068956,242.59166202163206,228.80329368494466,269.57425383865564,153.95626130655234,24.80969921526051,34.56154116398227,264.43767754916723,225.54052543626793,252.48937969404253,102.99484877327697,66.11443815399487
2020-03-26,2726.3316652760636,2630.070068359375,172.05480192646053,251.23434543321633,54.66846191744376,263.8162240995044,253.66442278437322,259.4913415181626,289.52241137832203,164.42168437054775,26.29952748722202,36.78756710746123,271.5280900229831,230.01994456689062,274.73578965917795,108.64038045167162,69.44667255262613
2020-03-27,2609.7848158341485,2541.469970703125,167.18128273350447,242.57773145868444,48.80307347820681,248.23425067927587,243.4923719663789,247.63130894672992,282.6110059642374,152.04322709163438,25.590976609368383,35.55826971857942,266.1088672179354,226.61252885982032,250.4397490541909,105.59263962875622,67.30753242684523
2020-03-30,2701.8466064697423,2626.64990234375,172.79915598128883,246.0249463570535,50.86694229481796,254.84044116377146,257.7177123223632,267.00381712873497,290.8423988818005,157.57712694698458,27.637670972917192,37.37729703354748,272.79365065063996,229.72643463607304,255.4499735422689,109.77797293868905,71.41106561879236
2020-03-31,2654.8185214560262,2584.590087890625,171.54712376266585,250.15386337436703,52.30908410418286,246.86994153413414,259.03775831505106,261.7799721483516,276.91578050860994,152.24842988103808,27.247034653790156,36.75434208298835,268.2830576940924,228.73099679682025,242.13330017988287,109.33651430418283,71.47132211586872
2020-04-01,2528.456703663387,2470.5,167.84997053073923,241.2528745090115,49.44385241466206,232.79589307304903,247.8562772885241,245.72554477982646,264.9320628014683,144.38446427065864,26.764968630712314,34.985149136216876,256.6333787594062,214.13141799071946,224.6694104797234,106.93398524415619,70.09745375451325
2020-04-02,2553.318878669263,2526.89990234375,168.82924978817144,242.97647214473162,48.991651504963826,246.79811993117548,245.6665639721791,240.70588139901432,268.90684849524547,149.0843111463371,27.66676094530505,36.505160736467246,262.03636055792504,216.6582698079938,217.2619269045247,109.21766155112098,72.013639784108
2020-04-03,2488.8403124543433,2488.64990234375,167.7523078933654,240.6740567509776,47.85162563929874,243.78227001288877,239.43908242838893,224.4812853881202,265.03587034648956,144.5631935164993,27.878703984456113,36.40548883156136,260.1380196164398,215.91808468041623,197.78434542382251,105.73696638060783,71.39901156101148
2020-04-06,2692.0936987744976,2663.679931640625,175.7589901333657,252.6878176474919,52.75079078979512,260.15408932225256,257.0965281473673,256.5986563465157,283.76784792769877,158.94735756362752,29.040229327715135,38.764408535906355,287.25025086004786,232.84032336365414,217.96912683984087,115.38106090641261,73.08622106280565
2020-04-07,2715.7552076620645,2659.409912109375,176.99166811548284,254.68154070465656,53.51638027196033,265.25232745568906,262.19031421163686,253.18697499050603,285.19164297619847,158.7090552693569,28.566476537073367,38.63151160652758,284.89760737312844,243.5858112659246,222.96737170814924,115.0414723591084,72.34505281666597
2020-04-08,2776.134216694983,2749.97998046875,179.7544155639625,252.08326898576593,53.34880018611528,270.56600300608585,270.65407300340655,255.82443316268885,288.94399039659135,162.79328367627343,29.767481807980733,39.71960739416877,287.9804029401538,252.23837014129998,242.81652258616396,117.87698167468987,71.7665821696361
2020-04-09,2825.391886010253,2789.820068359375,179.7332998986071,252.5849136596525,55.237698818780125,272.8638012462802,272.0672942526781,256.1817509619385,298.8958004451904,166.87752218374075,29.34567562307222,40.699723436529474,298.05621445708556,248.86922870204367,266.08174891659246,115.94985714992134,71.9473562581412
2020-04-13,2815.1270706978535,2761.6298828125,190.829163166511,256.5337732319081,55.252085066272016,267.04748404283566,271.4460863810249,253.53580253249984,294.8320077589195,165.546996832167,29.042309221108752,38.98036802646731,292.24760361745535,249.23932126583247,259.3215305988701,118.96363911810631,72.30889983787536
2020-04-14,2926.121043899038,2846.06005859375,200.89910153372804,263.4024524980253,56.356731489903254,276.597730234575,276.6951803373721,266.45080798716987,307.26066990527266,172.98069918092904,30.343051087264598,40.63327338758373,298.5267580090486,262.9328143207041,273.8967407484126,125.16097789716056,73.98405528188864
2020-04-15,2885.7563796269187,2783.360107421875,203.04241675024255,267.7629083947097,55.392060264155056,266.8320740177911,274.83160411572715,263.71125901520145,294.37224013636614,166.7848496304439,30.681743971227576,39.54518076845527,288.5482687431305,264.37491030804523,271.3676509753385,124.09130311960396,74.41790941648006
2020-04-16,2901.6164383089717,2799.550048828125,211.885842136316,273.53826959052486,54.72289803505661,271.6431079151401,273.71345364340874,256.53057850393236,296.40414779490874,170.41233113162917,31.099393539918054,39.121569627707935,291.2416515179415,278.22153453151606,247.76683068589801,128.89637419363578,76.4184554614369
2020-04-17,2980.4994625812033,2874.56005859375,208.96560791209544,269.4736503920482,57.190754134832616,273.43826450228664,278.3568847353049,271.62363353174993,310.5977192531376,175.6549614044811,31.58769290203835,39.91895437249329,301.95026810633357,285.5085630038498,269.67761011302974,131.57056761451653,74.98433060300508
2020-04-20,2945.387004258178,2823.159912109375,210.6030278745045,272.8565478446515,54.88736924854693,267.19109985683724,276.8039006011579,261.48219000625056,305.5995681384182,174.7547195156263,31.51496638578411,38.64812411876402,294.7300513684462,286.057308597671,266.52523261151435,128.20022738714604,75.53267070285877
2020-04-21,2835.0766138018726,2736.56005859375,204.8408570865115,266.69530160117085,52.18855003784941,256.42016033395777,265.24969485163905,248.05670458856298,297.5313207608722,164.92476250265202,31.101470262742474,37.69292842901433,288.1264234531222,273.97182920246377,249.5527633748512,122.96219548852719,75.76165182793537
2020-04-22,2926.7260662036756,2799.31005859375,207.9528937277805,270.06534341539253,52.6854664993857,256.5637761479594,283.0779460765826,258.5384594347109,302.811270774786,174.65543110157637,31.789245985928922,37.942109775535435,302.5668074136331,282.34361350473074,260.98761222163955,127.95403702508169,76.79205309895197
2020-04-23,2909.1304574968676,2797.800048828125,211.11684955843307,263.99414552136966,52.87987781488159,259.148806016157,287.5039603375644,257.1601817094261,300.06748822280787,170.8227367104366,32.31286548891033,37.43543924211865,295.36283168227465,283.5304738290683,253.71197762189004,129.03220961255747,75.05061412897189
2020-04-24,2949.1868258895097,2836.739990234375,212.06445531783214,262.8622212820651,52.987582443085515,266.8320740177911,295.1757057517158,255.27142402112378,314.6911583060921,174.5296590434126,32.17780558223154,37.734458125349065,298.57543151337137,285.444749825931,253.86780412637432,129.9151139275914,77.05718260554313
2020-04-27,2991.3509068221997,2878.47998046875,209.0535934312163,262.00042246420503,54.55142592580563,274.3717262054236,291.18452515256246,263.4560320157374,322.967043404495,179.9377767400483,32.0593657992865,38.855775768950394,301.609528818442,283.5559956905015,271.0080794872914,130.85745109614547,75.88216482208807
2020-04-28,2985.5354019819524,2863.389892578125,203.60553696111998,258.73328463782275,55.964016835505554,273.43826450228664,284.0563336640255,276.41359261304444,322.77425149779424,176.28382169529993,31.456786441008397,38.82255391299025,301.67441857166176,277.09848738509726,283.7014651212362,128.89637419363578,72.61621394942362
2020-04-29,3124.346410390276,2939.510009765625,208.76411763637427,265.8720893253845,59.12164864932138,280.04442759486653,301.5739928014711,303.7239720474549,328.97373675681473,180.9969002924845,31.217833322863093,39.13818213994438,304.74099788979015,289.38817576911333,323.62750767935927,134.1428909481953,73.01993753683884
2020-04-30,3106.9739718562787,2912.429931640625,217.67617430506277,260.6884211529137,57.56791018834663,270.20697716703967,317.91139252776156,300.2782777342429,326.0371396673216,178.60064562827225,31.17627350182113,38.116536401248936,304.3191278421499,285.20228361797984,312.86388332958654,133.38732424216388,72.94160455036719
2020-05-01,3003.642878821949,2830.7099609375,201.13841956803608,250.15386337436703,56.33223547429597,265.53955908369227,314.1221074489777,286.3848415320853,324.16840017961033,172.85492712276525,30.81264726168833,37.87565972658969,296.36880853942046,277.28990987018204,289.65860996649366,127.03716737832809,73.90572229541698
2020-05-04,3033.9409668594117,2842.739990234375,203.77358156953858,245.87058056182997,54.95230433661576,260.0822951112096,318.76551484421657,294.2291382060504,329.01822893765444,177.25688855519235,30.808493816039494,37.49358145068981,295.0870069052347,285.67446362750144,297.4016875007044,128.25966024066622,75.2675411962676
2020-05-05,3072.804785904605,2868.43994140625,203.9328405145489,250.84846038555077,54.170767051226285,258.86157438815377,321.57643603221476,300.6781506761296,334.60964684826064,181.69195959303713,31.064070228487743,37.70954094125077,290.81980622793316,292.3872075959092,308.02148325525826,130.94235147146617,75.49049069517771
2020-05-06,3090.96961638054,2848.419921875,206.8768325473993,251.04139309591915,53.61514273907064,252.32720550661685,323.75060434135764,303.9877152682642,332.1031483838229,182.61205916470192,30.769013888391147,37.1696453833611,287.1366876025053,313.7760959547174,305.69613846574697,133.14113388009955,76.96680015856663
2020-05-07,3137.691032048571,2881.18994140625,208.31540437736155,252.73927945487603,56.142489840517186,255.48669863082085,328.0834196490986,311.88305734212213,340.30487230388803,185.87546631345282,30.66719739974905,37.045053125844184,293.8701197819007,302.53290618149214,322.2131443877186,134.9324229859464,77.59950027378241
2020-05-08,3168.1434249147965,2929.800048828125,209.37123060681213,258.78474644520685,55.63390680150314,262.3082717484453,329.77619036477836,315.7286505613102,347.69086852386783,185.58420683150533,30.89784045602748,38.29927086733702,294.04859755029497,299.73804924616184,326.06070562578884,135.97663024170248,78.24425904405513
2020-05-11,3192.9744790775985,2930.18994140625,211.95711556220544,264.19993387011965,54.86287323293965,259.65144766920474,331.06514634306194,315.2862224767865,350.84994914837387,190.5355978235113,30.98303365036663,37.825825358393104,293.48073174731826,306.4380408081889,328.76959943238234,137.17365558224012,79.89530637250662
2020-05-12,3117.2807046006483,2870.1201171875,207.37746499579558,257.6528222059023,53.887707783105476,253.8351304657602,326.2819760629476,299.1211880871305,345.4216767777848,186.45798527734783,30.573694143543026,37.22778759193227,286.43899277782515,303.2985961218313,315.77655869873445,134.6183149144212,79.31080869658629
2020-05-13,3055.488646878581,2820.0,208.3426635628509,256.55950413560015,53.11589106349079,251.1065121754767,318.5170553922126,297.7259038832446,341.26892236064873,183.46597992773442,30.571617420718606,36.49685289609267,280.4032554231098,294.50567553290915,291.6363263087359,132.606290014332,79.16619678142388
2020-05-14,3101.1273965517303,2852.5,210.1842159442555,258.92623697511993,53.75511793695368,256.77918617300395,321.17264499147586,297.7088974046435,347.7650297022055,185.52463378307536,30.677587355009543,36.297509086280876,284.6055663471916,301.46088570926815,303.02322009745404,133.9900858173923,79.25657922840038
2020-05-15,3139.938288901076,2863.699951171875,212.02574684482047,261.9875471988946,53.8251079090802,257.92808529310116,327.49330179184966,299.7848042498265,354.95823401548455,188.25188349595663,31.25938997333586,35.93204015410471,282.0095305810263,306.20832700661845,313.65497718228175,134.75413737936435,79.86517582533043
2020-05-18,3265.7964650924114,2953.909912109375,213.47574648146545,276.90829177781774,60.55640510695503,273.5100587133296,331.0806913502641,311.9596514060508,363.8867012739556,192.21032974415866,31.276013267638806,37.352379849449186,291.77708482312426,324.1259694317659,340.2883239070539,135.72194206971895,81.6668758896629
2020-05-19,3271.709792453368,2922.93994140625,215.5055784222193,279.37792860517686,60.17263736002095,274.3717262054236,336.81120659673167,314.0100355512874,353.133986708613,189.81407507994638,30.964333633239264,36.995218757647606,291.35523953311593,330.6983346379553,335.24214227017114,137.5471965072855,85.71015258453367
