Date,total,SP500,AMZN,AVGO,BABA,BKNG,CMCSA,COST,FB,FICO,GIB,HD,INTU,LMT,MCD,MSI,MTCH,NFLX,PAYC,PEP,SNPS,TTWO,UI,VZ
2020-05-13,3114.6476275529044,2820.0,203.1808379146882,132.96057482561648,147.8388291665323,14.630467570799969,125.55325608773835,168.84402710309482,159.2585276961063,148.8629519416223,117.15573846351458,170.63446118032437,169.62461161957697,148.53942950259787,140.2016277115549,119.79911976304147,147.25283776645458,216.46067994866192,145.81816315436794,159.46243097422817,173.78084581786882,73.69678726065234,151.85765396826417,79.23376811559834
2020-05-14,3135.0139822592078,2852.5,204.9767646323319,134.7037464647643,149.20262589323494,14.806538947093056,128.38959308650197,167.50282842840892,160.58632249573793,148.85444870232175,116.6142411099396,173.88251485110274,171.5279528319854,145.31723001317536,142.3027831735958,118.81922935142688,150.73044285463408,218.27823611867058,151.51161004872702,159.6063442724046,175.5943133771305,73.78092539331162,148.7048468914544,79.320443321254
2020-05-15,3165.9016619444783,2863.699951171875,206.7726704013378,131.57615268984253,150.96666313178204,14.825817283518859,128.96404264655058,167.20665074945987,163.74665089592483,149.89240212491325,116.49821175915382,177.47911700774227,174.04944849848067,146.99766753464388,141.00476529051315,120.45239427745719,153.10416350330922,224.3235430644198,156.82748859114088,163.0484048557481,176.59560469350487,74.3474754583014,148.19079600712988,79.03153147960347
2020-05-18,3259.0359358319874,2953.909912109375,208.18674534936517,138.2052316674265,159.5645336970253,16.679914492303446,136.7550293566648,169.19049717423715,165.54034567513204,155.9798257030254,119.59245073423524,181.9433506369778,177.70925457115266,153.9886281825334,145.88854241156213,126.47174448595665,162.06298471588295,223.52835941393388,170.14416195352695,162.53270333710458,177.8639149498143,76.02470023032393,150.69248329360468,80.49053380019791
2020-05-19,3255.9483216247722,2922.93994140625,210.16628687722869,137.40691919264896,160.9876274087685,16.57420786734018,137.1858631027118,170.2355011159244,168.40560329836583,157.0050177756437,117.71656420589034,176.5669933543065,175.49378243338242,151.51691474894557,145.67761976655797,127.88092123789806,165.34916731897766,222.76776731486038,167.62107113508557,157.98724646685227,180.2559150574928,79.78863628551365,150.80386403554164,78.55483162483488
2020-05-20,3294.1986053206583,2971.610107421875,214.33728635282844,140.80734515671784,160.68373460158938,17.12673105545594,140.63256046300336,170.39197202076448,178.56988161275908,163.18177080356824,119.20566901803815,176.6337316255661,177.78269274722507,147.85828744717875,149.35261788872143,129.33676248944144,165.28537118973048,221.10333339792314,163.89336096319906,157.42356164863875,184.09422107188576,82.36897221248476,155.74726034041538,78.38148121352353
2020-05-21,3274.1345844742013,2948.510009765625,209.9440427789261,138.8469131160168,157.25200782916053,17.08956802878838,139.84270087791018,168.74901899291888,179.672498926204,163.8538902055648,118.23871841616926,178.62854737953273,177.48281396924466,150.43196929781993,150.1476473432312,128.030241940622,163.77308582128012,215.46301137369912,164.37880076155844,156.16428368906116,187.45413725047402,77.51681255117433,153.2113090956522,77.96256482919205
2020-05-22,3267.8740773570585,2955.449951171875,209.09799014454518,139.7816571048428,148.01670881191052,17.47105448550294,139.0887383983385,169.00607468214554,182.40575431983476,165.64906033338207,120.38534993267783,179.3701139012805,176.02010181327086,150.5053835707424,149.6041059135999,125.23054284457517,166.43392314891082,212.0403017101541,161.42420586796476,156.4880886099582,190.3690218625038,78.81819750579417,152.517349552814,78.15035284231011
2020-05-26,3273.557363946789,2991.77001953125,207.80920899913332,142.49492958879685,149.5139265823903,18.709225448960172,141.88917829158066,170.33049217205075,180.30145560480096,168.69063657607944,122.68668970931667,179.81504702508488,172.7091457539969,151.81058428795185,149.952940947124,128.21688569902392,166.94441152358962,204.8540764706518,167.98664157776537,155.61258554560675,187.49863191902065,73.03486923288641,154.25653630701692,78.43926468396064
2020-05-27,3299.8463999141245,3036.1298828125,206.8250000985345,145.3092613113442,149.11367476080235,18.19322206619626,143.36120614520254,171.00668523765393,177.92539177528863,168.0057558241097,121.31362162520226,183.43389527214427,172.10324344729142,161.97478912933238,152.28936818514643,125.07189493793324,170.1795333551463,207.38284699575695,172.0379843783901,156.88386848021025,189.60135726438153,75.45815016533415,152.7229594482582,79.65269001046487
