Date,total,SP500,ACN,ADBE,BABA,BKNG,DEO,EA,FB,GOOG,GRMN,INTU,MSFT,SWKS,TXN
2020-02-03,3244.8069484159237,3248.919921875,322.1419366629178,348.74573468404094,315.8974665324157,288.79503007435164,313.2225196506488,190.7406423962178,317.1038341429411,80.25975474343352,80.80897267344614,346.15267326871816,353.6943924835028,26.02647909467075,261.21751200861854
2020-02-04,3323.4143804152595,3297.590087890625,329.4746121282653,357.2597970176121,330.39524573740204,292.79631967187925,317.79424816513887,194.4268882820876,325.86266371166386,78.16027804989264,81.4101773528915,356.09174222844644,365.3367958666937,26.689415654692354,267.71619654859416
2020-02-05,3343.190936582096,3334.68994140625,328.99403844000943,356.10055602402537,326.4520810552803,304.5395215042109,319.00555320446466,195.7888026056814,326.29749737349243,78.22293472676182,80.7430853355073,354.7330612628906,364.89056811165653,27.069529479657184,280.35370745845785
2020-02-06,3376.0755519760414,3345.780029296875,332.00152705611754,357.9611862765157,327.46009587173955,307.9330802118394,323.479618908637,199.74743412709176,327.44671416355783,79.73529270987747,80.58660447874315,360.11873918148063,372.45613717247124,26.626063638233713,280.52305817973684
2020-02-07,3343.211743749523,3327.7099609375,328.00187944185444,356.6266054003786,320.9820557650303,299.87552286985067,318.82972437196946,198.094971431159,329.74512404703137,79.89733106521129,79.2277079797259,360.73074888482284,372.9834831787188,25.779858498283474,272.4367308154875
2020-02-10,3361.2223783305053,3352.090087890625,329.5056237499085,360.43553584663454,319.85544697848997,296.2715404806014,316.99321040163517,197.38677709121893,330.8787958298946,81.48801154275282,80.47130477903137,364.4395261929124,382.7395854650861,26.309301829727527,274.44771814261134
2020-02-11,3349.495885801622,3357.75,328.87001560837297,359.73414658773083,321.9900932009765,299.82999529001563,315.8991245839729,198.00418545538474,321.7627865453821,81.49395215791215,80.7430853355073,363.4358586685531,374.0990525663116,26.963187855081756,276.6704019464208
2020-02-12,3384.374210561535,3379.449951171875,328.63748758338994,364.6146480862982,332.5150535764491,307.8482743115488,313.3006558612235,199.2389883296075,327.3069275820251,82.0059923058298,80.55366080977373,365.5533883354882,374.6467013473757,27.8410707294743,280.3113617030512
2020-02-13,3379.8279761413564,3373.93994140625,329.27307206998904,365.15041874810305,326.6596148480506,307.78231203693304,313.49604110506436,197.64099998996105,331.00303740422527,81.81100694278102,80.95721604212733,364.56193560440244,372.61840462424396,27.736990443905984,281.13692628156934
2020-02-14,3401.5821589673537,3380.159912109375,329.22656646499246,369.8555803641199,325.57747597285476,312.6535905537169,314.2775224572224,199.18451397332117,332.6181304772089,82.13940230264885,80.85838503521907,372.4568757191602,375.94481001220595,26.922461312185064,279.86684432249774
2020-02-18,3408.3797773855476,3370.2900390625,331.38141289793543,369.0567701497876,326.8968027882128,310.348303944958,316.055426816725,198.76685415161114,338.23994915654805,82.0816115236571,79.9853997992978,371.5755802521831,379.75798680613434,26.42016785853015,277.81351123996734
2020-02-19,3431.227006821421,3386.14990234375,334.72995838730964,373.37224794408996,329.2982684787667,309.12498266716716,317.05182001246686,199.34793704218015,337.75852786642764,82.46077573671789,85.37979835495203,374.0725529468617,379.85940783216125,26.95640038563447,281.8143291666854
2020-02-20,3392.281129397889,3373.22998046875,331.59844693956506,369.16391239066786,323.2204575741585,309.50501814936916,315.3911348746277,198.2947199736148,333.23933834886213,81.99951103535076,82.20080655807043,368.72359411630794,374.05847796603047,26.58533709533702,278.3003743759274
2020-02-21,3331.8976106195923,3337.75,328.48245313011034,363.30929052391946,315.14143280058437,302.87963386719343,315.332525263796,196.1338253343067,326.40619394062094,80.21492650539987,79.5406696932542,364.23146381207647,362.2335043562503,25.935975474209986,272.05571591787026
2020-02-24,3196.540648571402,3225.889892578125,316.80907317723364,348.1709896943243,305.60967147761846,281.49439989756985,303.62968252315517,194.35425118900284,311.7149773017184,76.7840333401946,78.53590978145523,350.59586969163996,346.6156257780064,25.157648481158564,257.0685162383247
2020-02-25,3130.2448226191077,3128.2099609375,305.55426732426287,338.80939180435576,304.79435207049,271.13625247611037,298.13969702349794,191.3580369062747,305.5806947111692,74.99404885040411,75.7687044216478,348.60071208208706,340.8958451124379,24.021831410491277,250.59098842587872
2020-02-26,3123.3181834251277,3116.389892578125,303.33739764803346,342.2578914713573,309.434242189659,263.5388208178187,292.4152432689111,193.46447104340538,306.24846651445694,75.24953486240078,74.43451410351703,342.8355911357535,345.1552496614034,23.487861948607044,251.4588987598034
2020-02-27,3001.1633367605305,2978.760009765625,289.0285975739579,328.7951299975487,303.934562752017,260.65720297211635,281.41571585825096,186.5640995955532,294.6787394543932,71.19371008117784,73.52858519862632,328.9796824870997,320.8359608092873,22.07374827332316,239.47760170717882
2020-02-28,3014.438358438429,2954.219970703125,279.95962612063687,336.1986766795983,308.3372649310237,266.2806929553116,277.25428443118557,184.0763449644182,298.90285819500565,72.34094110947268,72.79560584330328,325.4055667378815,328.6043409728041,22.666545347438838,241.61561015034877
2020-03-02,3134.8746067632987,3090.22998046875,293.849875749743,350.9667957157857,312.754782873983,271.5131441591153,284.5417008900884,194.10002829026072,305.0682071033018,75.02969913471766,76.97935755198385,344.1697678065466,350.4693771722159,23.59194050796238,251.83992980759433
2020-03-03,3029.2975015885077,3003.3701171875,282.48654104848913,339.3354411807089,307.46265984859815,264.29574798302565,281.18127741492407,193.75500556163544,288.6842197487195,72.45221061161352,74.179208523207,328.33095369572123,333.6750827806334,22.542102653528666,240.9170505377031
2020-03-04,3145.712845320504,3130.1201171875,292.78019952494816,354.44451869654563,314.2075420428617,272.00781329496516,288.74221532824254,203.07050840164678,297.8002290332321,74.88980786741958,76.92994519021092,349.5187266371004,345.92601231998606,23.3860464544718,252.00928052887335
2020-03-05,3064.9611207716152,3023.93994140625,283.0136203417416,341.9559073196198,313.4663466944698,258.7083733515816,281.3571062474192,200.12876847520496,287.5660692764011,71.24502618304808,73.61094122936868,351.5138842466533,337.2449048209304,22.306793930815868,242.84337865436112
2020-03-06,2989.014993742445,2972.3701171875,277.10717195780836,328.0645174248866,303.3564312850508,253.15713324139614,281.41571585825096,195.51641697014085,281.22989116548246,70.13074216246821,72.07909518078377,338.0496707731244,327.7119164120817,21.655170970681727,239.54112034028873
2020-03-09,2793.4336400930392,2746.56005859375,254.4115141769439,297.8853664498267,293.0093505549564,239.92053094293863,263.07016237785615,183.277350794595,263.2308107379165,65.65578423467075,66.84117748189368,318.2940169733735,305.5020425343078,19.9831230991231,222.35240973463706
2020-03-10,2934.920832709143,2882.22998046875,270.6116210373362,323.788013958496,305.9506150044224,244.8200653134812,271.13909000051973,187.7262653766912,276.7262466551191,69.15743071982587,69.52602052759637,330.0690776890206,326.3935049724349,21.673272040016478,237.33960941418258
2020-03-11,2798.131227125451,2741.3798828125,255.9617640899946,307.0813457426964,294.8623389259361,226.52530097158217,256.6423932932887,183.73132223579293,264.3800275279819,65.64768099823254,66.30585385702477,319.61594149678524,311.6072354785195,20.32703478541843,225.4429877221975
2020-03-12,2562.4462252274866,2480.639892578125,236.45961734522473,277.63277761159685,274.3905270224702,201.06967133061815,245.27166671209386,169.51293337248745,239.88946109741966,60.2193960945496,60.02198880592098,291.2431806148257,282.05493736680137,18.22509773754389,206.45497011593395
2020-03-13,2800.721149938425,2711.02001953125,258.132104506291,326.82735750417805,287.58379517605096,223.2008291682591,249.53080566688104,176.24986789737176,264.44213646681857,65.88101332883592,63.69512307061911,319.77506999631146,322.15437224893407,18.77942960776998,224.4692453001037
2020-03-16,2472.238281551934,2386.1298828125,236.47511132857812,278.63615102223804,265.12558516757167,202.52540371490159,223.3507779129509,161.01458743909774,226.7512048960068,58.56768090609803,58.350136876737814,273.4826470705199,274.67193853257595,15.362931313526712,197.92412537113114
2020-03-17,2617.647539184746,2529.18994140625,244.48992419539417,303.74973933072846,273.96062105349023,214.8669050395412,221.57288845924964,173.2536674687525,232.04688648064584,60.483519404946634,60.886742837121695,292.74871925547245,297.2874655651058,17.598361589978804,224.7020985043189
2020-03-18,2483.752172397095,2398.10009765625,234.32026489563515,286.9943457728637,266.8303254210782,193.74390992976743,203.2664030841422,163.81105317937008,228.22655878077234,59.241225347387356,59.058410051174384,275.4900568274541,284.7728475479534,16.31321501283229,211.68355654666433
2020-03-19,2524.045635944229,2409.389892578125,245.71461121853218,299.5609058056131,268.13483647248376,187.10596962031087,217.99755314050142,163.53866754382955,237.80846804486043,60.239921216626186,57.74069470920951,264.2535489620229,289.45823897584324,17.48523249595609,215.00698773844002
2020-03-20,2439.4731716507613,2304.919921875,232.4444757476082,287.70548604592074,268.75743785079453,184.89961683872187,214.05100374541723,157.873112824309,232.52830777076625,57.91898682944304,54.380515874677286,247.05607256269562,278.5865673018831,16.66844029901508,206.60314795950964
2020-03-23,2417.1873056082845,2237.39990234375,222.7554137910415,299.3270895668441,261.40477004217274,180.94385482102928,200.43348101226468,173.36261618132517,229.9969597458336,57.07098874053908,52.403942861729966,238.34106036375962,275.8077797456334,16.958050503519143,208.38129823259194
2020-03-24,2612.0929446774117,2447.330078125,243.15670832397313,301.9865300336667,275.35407192758487,197.78288677864484,223.48753864015868,171.23803316150494,249.99937927992,61.27534208746046,57.954825415829546,286.200226635943,300.87752848151564,19.750077441630395,223.02979646957942
2020-03-25,2594.4427271779236,2475.56005859375,235.35895315372315,298.0022597048603,279.51958616642935,214.48844145693772,231.20477878622927,162.77599884760315,242.59166202163206,59.548554929858874,59.058410051174384,284.6824358479149,297.99735084859077,19.308872939214034,209.9054224237557
2020-03-26,2772.4892564554743,2630.070068359375,265.6198144249181,314.3290248418005,289.5405617531593,220.79346493313312,254.708186701034,180.13586232569736,253.66442278437322,62.74935310302152,61.13381721271115,304.03417967926737,316.6374026860676,21.03296095355682,228.11020505673412
2020-03-27,2627.1524614804907,2541.469970703125,252.50471340727378,297.92431104903676,279.5640560777739,197.10449708484177,245.60379777734116,173.18103037566777,243.4923719663789,59.99253844106772,60.55731243078988,281.145020509679,303.63601326294884,19.704824768293523,212.74197432939766
2020-03-30,2726.9746480084527,2626.64990234375,263.2634515886353,310.15966361629023,283.53687490728765,205.43999311315818,251.6408410916309,177.39388479582024,257.7177123223632,61.94293932023289,63.15980572911259,291.37782349664315,324.9939752815778,20.388125462869965,215.95955728283053
2020-03-31,2709.667842148804,2584.590087890625,253.09379228887627,310.01351731879646,288.29533637705083,211.26447538038312,248.35856873284263,181.89727373420277,259.03775831505106,62.806609820051094,61.7350218921565,281.52446353742255,319.88268982281915,20.222956226063094,211.5353787030886
2020-04-01,2591.0952418502357,2470.5,239.7926451963091,293.4237423580305,278.0371954696456,199.69245724823128,237.39812433327114,177.1033364234813,247.8562772885241,59.71761521099146,58.81134195894731,266.98310700935406,308.52421579354075,18.654986913859805,205.10019664604917
2020-04-02,2635.769758017371,2526.89990234375,242.25756053581136,296.1026551244582,280.02359357465895,197.86612077933694,241.6572632880583,185.74695654304048,245.6665639721791,60.53968821797922,60.499662580933986,275.6736522676352,314.9133380916649,18.86314575878346,215.95955728283053
2020-04-03,2582.9305535155077,2488.64990234375,235.8705148086858,286.0201956759809,277.3701241799903,193.26181599070574,236.870608024183,186.7275365185211,239.43908242838893,59.29955678169881,58.93487286337965,267.313597478734,312.01288863327545,18.168533190532536,211.64122694143143
2020-04-06,2776.377274906178,2663.679931640625,257.4190027930521,310.88052517479895,291.2156478592738,213.04842806863945,246.9714199552204,193.40999668711908,257.0965281473673,64.10885727788099,62.13033963642716,293.91153395641186,335.21660809779866,20.31798597696404,230.65040127522462
2020-04-07,2762.9489520221337,2659.409912109375,254.4270081602973,300.94418229511376,293.513357963186,216.14046959596257,247.08863917688385,193.0649739584938,262.19031421163686,64.08671018984525,61.13381721271115,293.4708862229233,331.60624240657233,20.34739891997327,224.93495170853416
2020-04-08,2814.4838770019765,2749.97998046875,266.2244109448104,308.9809205943968,290.51892242222647,215.463651801758,249.4135864452176,193.93660522140175,270.65407300340655,65.37059514687742,63.711598046785014,301.0230837209199,334.9326477945343,21.042011488224194,233.2117703714184
2020-04-09,2847.6306976719948,2789.820068359375,275.8204616913839,310.4616477680278,291.0970538891927,223.09248311300536,260.92107375362025,192.12071945661,272.0672942526781,65.43378588570877,64.77400780843986,308.5752998959704,334.95291961999897,20.351923324200467,227.9620272131584
2020-04-13,2843.8673766231764,2761.6298828125,267.52663884952466,312.3612226197282,295.64800418567256,223.15058588962853,255.19661999903343,198.4763196333811,271.4460863810249,65.7638098048933,64.09044081488976,306.11500893522015,335.7033795037651,20.469578548663357,227.9196814577518
2020-04-14,2945.5633224557987,2846.06005859375,276.0995189763,331.9611178124178,303.563965077821,227.61200117085323,261.4290336513627,203.43368001296156,276.6951803373721,68.55464619184394,67.5247381920814,319.8607603197653,352.3151346181102,21.650646566454533,234.8628995284546
2020-04-15,2898.1289436821985,2783.360107421875,262.68984303544977,323.95360282689313,308.5892686351385,223.71591382938232,259.2408620160381,206.1211970406613,274.83160411572715,68.18951923702313,64.18103433371508,308.4039379261167,348.62365067567345,21.012598545214964,228.57591146516458
2020-04-16,2943.40869847997,2799.550048828125,260.3644681658738,333.84125009321485,315.24521100671296,221.01332001234496,260.25681162312566,214.45610605108308,273.71345364340874,68.2435320221344,64.78224529652282,315.1115590451724,359.08963824552575,21.496790929535127,235.7943123453155
2020-04-17,2989.8983940098647,2874.56005859375,271.43325159885813,335.2147755685621,310.5608509761994,230.98042865441283,268.3061828344435,209.09924858659102,278.3568847353049,69.3119064940412,67.62356919898966,324.8057718278128,362.2538071310668,21.5850314847758,240.3666849188068
2020-04-20,2960.8471444412526,2823.159912109375,270.89067832225226,335.9648901695309,314.4595457469765,221.6775817792687,261.8979403496191,209.57138276458738,276.8039006011579,68.41313295858671,65.92701108892003,323.1411233646937,355.0736193995435,20.93566986364877,236.09066803246694
2020-04-21,2841.1314662643713,2736.56005859375,257.71355406132153,320.4856308602865,307.35888164246956,210.7776657425259,252.44187885513463,205.68537448215284,265.24969485163905,65.6979091961058,64.27162785254038,304.9644277046081,340.38877093165496,19.933346021559032,226.1627040623728
2020-04-22,2935.173614850527,2799.31005859375,267.1235587329722,328.0645174248866,311.24276064929415,212.7845981396838,258.5961264852865,208.04603151802567,283.0779460765826,68.22948817053687,65.02931338874988,322.9575279245126,351.95005606363543,21.028436549329623,237.04325372703113
2020-04-23,2918.386121423564,2797.800048828125,268.03820050448735,326.70071323499104,304.24587475091585,213.5697811586494,257.8536983326145,207.84628297556986,287.5039603375644,68.93706093018059,65.30933143330877,315.8704451006595,347.69062056531806,20.994497475880213,233.82565462342458
2020-04-24,2964.370046429581,2836.739990234375,272.00686015204366,335.2050542831104,302.9413636995103,214.00477561827753,259.96373375736437,211.2056688696128,295.1757057517158,69.09909928551441,64.99636971978047,322.7249612489139,354.0391992125129,21.836178211603258,241.17107661962163
2020-04-27,2996.877894220038,2878.47998046875,278.16133054431333,339.4913087636544,301.9481646470036,220.32078322215526,266.58688808577267,210.67906033533012,291.18452515256246,68.91383253150542,66.49527209939596,332.72517888322545,353.0250508509471,22.259279918471886,245.08721918570018
2020-04-28,2951.1247742654405,2863.389892578125,276.50257543791605,324.830361697049,298.18287961026016,226.02591613693684,269.00952797602685,202.19887713873882,284.0563336640255,66.633954981833,68.6859789606445,325.96860520580617,344.4250616031019,22.77741137624146,241.8272904768607
2020-04-29,3063.6618091389446,2939.510009765625,290.764869906995,340.1440024091946,306.41015250130744,238.77887176624145,269.1072205979472,204.79559433655538,301.5739928014711,72.45706991613342,68.28243001165329,334.68361740474217,359.88067272957306,24.033145010378743,252.75016974675194
2020-04-30,3063.4432425841323,2912.429931640625,287.09078518264454,344.49845453140875,300.4361198028278,232.50367604340323,270.8850951458472,207.48311136425508,317.91139252776156,72.84488461430969,66.84117748189368,330.2526731292017,363.4910693701512,23.503699952721707,245.70110343770634
2020-05-01,2983.033859693881,2830.7099609375,279.1845011641115,334.95176574473635,288.29533637705083,227.51306734368328,267.9154421583645,205.68537448215284,314.1221074489777,71.32982335459546,65.7293490751035,319.62819364416663,354.0797738127941,22.361097138820117,232.2380279493246
2020-05-04,3007.337145746129,2842.739990234375,278.316364997593,340.0855260529761,283.35897264242243,221.93983980862586,268.44292865585,212.1499372256055,318.76551484421657,71.66416592298016,65.6552305324441,327.7679152277966,362.74057853703323,22.539841314521556,233.91032998406408
2020-05-05,3040.354440530025,2868.43994140625,281.5563816386842,346.9240787594624,289.0958400202268,218.78338873677822,263.3241572325287,217.19809743506912,321.57643603221476,72.97721330048928,66.51174707556187,335.96886019422556,366.6349045315239,23.69149466309052,236.11184091017023
2020-05-06,3046.492895370812,2848.419921875,279.6340868856606,353.1488824196186,289.3181895769495,216.53934870383944,267.23162361652425,209.40794584161947,323.75060434135764,72.77142801776127,64.83989514637871,337.6702277453808,370.2452702227502,23.960742459252728,237.97465039371835
2020-05-07,3092.6136362416146,2881.18994140625,290.06726217710946,357.29877134552385,291.27495615405786,226.74672795039254,267.9349687581075,212.0954628693192,328.0834196490986,74.13579149714063,64.27162785254038,343.70463445534926,372.39529074672544,24.026357540931457,240.57836524531874
2020-05-08,3114.92007266955,2929.800048828125,292.31511982004565,358.0099116185809,298.24218790504415,224.6926769042938,271.7838255312713,211.7686028774923,329.77619036477836,74.98973020120393,66.98941456721249,343.16606292807944,374.58582397227804,25.16443595060585,243.43609002866398
2020-05-11,3138.505192493448,2930.18994140625,291.05942117526445,361.8188420648368,304.4830400715911,221.57864795209875,273.75708532301206,213.13051720108612,331.06514634306194,75.7939813627137,66.56939692541775,352.32174153755795,378.76414121938495,24.981167370677213,243.18206394674544
2020-05-12,3085.4389548269332,2870.1201171875,287.9124157441665,355.6622063176491,296.9376768536386,217.64017682998983,274.10877279960505,211.31463143629438,326.2819760629476,74.30754846151424,65.40815615685464,344.7817775098888,370.18442379700446,24.469823382354924,236.42936947502497
2020-05-13,3035.906172239826,2820.0,280.59523426217237,349.2912563599992,295.6776583330646,214.52298490909047,269.02905457576986,212.27704867497656,318.5170553922126,72.88106896058541,64.3786900641692,339.24922323915393,364.58633598292755,24.017307006264083,230.88325447943984
2020-05-14,3041.8070569010665,2852.5,279.0294903657683,346.20321720095365,298.4052517864699,217.10467664359322,262.9724995675384,212.67654575988817,321.17264499147586,73.24835853668509,63.662185685012076,343.0559056639708,366.1684049510221,24.515074329478818,233.59280141920937
2020-05-15,3076.4474494238207,2863.699951171875,285.059961581338,355.85701849980467,301.9333262635641,217.38735019822377,263.01155276702445,214.51058040736942,327.49330179184966,74.16981322213748,64.26339036445744,348.09889699696134,371.50283523665115,24.033145010378743,229.12627708406083
2020-05-18,3178.815599743204,2953.909912109375,298.8106707405178,358.4580123391105,319.1290673940506,244.5735262801092,273.71803212352603,212.67654575988817,331.0806913502641,74.75045066208367,67.44238216133904,355.4185091423053,375.05235450213166,25.497035763226698,242.20832152465164
2020-05-19,3175.4844701738607,2922.93994140625,294.6870002946183,362.57867795125736,321.975254817537,243.02357576745135,271.95965436376645,215.25510022090631,336.81120659673167,74.18574936735402,67.57415683721672,350.98756486676484,372.45613717247124,25.465359754997376,238.5250321627883
2020-05-20,3248.6789619385167,2971.610107421875,302.5777666748615,373.7132064237393,321.36746920317876,251.1250887896766,273.2295988255266,217.08914872249647,357.13976322551815,75.98086348932428,69.0730592168322,355.56538549445014,376.5735770444805,26.558185491334896,248.68584933709766
2020-05-21,3220.187650149621,2948.510009765625,299.97335817530586,372.29095560632686,314.50401565832107,250.5801763751962,272.25273222952774,213.1123544642877,359.344997852408,75.76913759143692,69.34483348994576,354.9656279384893,372.05045306836337,25.822846380187276,240.1761613198245
2020-05-22,3217.234910591599,2955.449951171875,300.2989210652185,375.30107583825054,296.03341762382104,256.17381943552704,270.92417815693585,217.57943178318232,364.8115086396695,76.18071475025052,69.08952790963573,352.0402036265417,372.21272052013614,26.476732405541505,240.1126588368883
2020-05-26,3226.4447998721603,2991.77001953125,304.46907346117825,366.8941557455597,299.0278531647806,274.3288188997093,276.12111560243454,211.80491449698022,360.6029112096019,76.53719781331341,71.34611582546073,345.4182915079938,368.2778508747162,26.63511417290109,244.98138709753104
2020-05-27,3229.387500452603,3036.1298828125,309.9414537618522,365.4719049281473,298.2273495216047,266.76278689437333,281.51340848017134,213.14866608377562,355.85078355057726,76.58148539602733,72.58147513668325,344.20648689458284,368.7646222806826,26.931511846852437,249.40556567727296
2020-05-28,3228.8123762143064,3029.72998046875,312.6388971263375,370.01141821836364,295.72212824440913,258.95178775526387,282.80287954167454,220.35773478665627,350.13581331131184,76.52153199575672,74.87101300484005,347.4623829988564,367.9330131963541,26.12603324979889,245.2777427846825
2020-05-29,3258.1193408662007,3044.31005859375,312.56137989969767,376.60643340062927,307.4330057012061,257.4489558915469,274.71442531926795,223.1360377901302,349.56119306795046,77.17995127480907,74.26156455394936,355.3573231136142,371.6853745138886,26.820645818049815,251.3530505214606
2020-06-01,3280.1272457314362,3055.72998046875,315.28983488582617,379.6068026183995,306.21745709197666,262.36576198816584,279.46198266625316,222.9544519844728,360.1525562372285,77.33658307694571,74.56628877939471,354.9044419097982,370.83349360409545,26.947349850967097,249.49024103791248
2020-06-02,3306.780386096631,3080.820068359375,319.0104252151732,380.347166205215,317.7208007560034,259.89557927762115,278.0943753941753,222.19178328824643,361.4104695944224,77.73627900544065,76.13107849694903,351.5138842466533,375.05235450213166,28.0039751748481,259.6722149397514
2020-06-03,3338.419830992928,3122.8701171875,321.3358000847492,379.8406188571685,324.065431128679,271.0404624481375,285.01060758834484,214.14740879605463,357.43483400247123,77.58288454186476,78.83239651881763,355.08803734997934,375.9650818376706,28.793617493999967,269.2826503449908
2020-06-04,3308.3470834826217,3112.35009765625,314.8557668025669,375.827095485902,323.2204575741585,273.6582695343915,284.87383195533573,212.78549447246084,351.42476928959536,76.27577777951497,76.81463920713675,346.2995869749709,371.0160328813329,29.112640641513263,272.18272088374266
2020-06-05,3376.082305257199,3193.929931640625,323.2116128877126,382.7435671195102,325.45888200277363,284.6508317999102,288.19517241941134,214.8556031359947,358.3821552721672,77.69145076740702,79.49948853620182,352.6522133298839,379.69714038038853,30.807315712846815,278.2368718929912
2020-06-08,3406.339803290008,3232.389892578125,327.53679973695193,387.4974243488905,324.64356259564516,289.09025965626296,288.8008547506769,217.01651162941172,359.36051916295287,78.13543427861586,81.78078891627568,358.6988721872337,382.0499720070658,30.486029500113432,281.24277451991213
