Date,total,SP500,ACN,ADBE,AMZN,FICO,HD,KO,LOGI,MCD,MSFT,MTCH,NVDA,PAYC,SNPS,TTWO
2020-04-20,3229.459084231992,2823.159912109375,33.45499877279815,296.89217344281445,410.8114857037008,261.4560417872499,111.78832202503338,21.970438603890816,278.0085450855195,294.70057836330926,109.93079256609863,252.76023787690204,389.75961815141034,266.52523261151435,247.1719667432002,254.2286524985503
2020-04-21,3111.767648977109,2736.56005859375,31.827623926573203,283.2131519912352,399.571543115105,248.03189891810408,108.83695713432705,21.42743506271357,275.7268270332846,288.0976108107768,105.38436348044036,242.08150828329693,365.9436438297104,249.5527633748512,237.0729624541091,254.99935956258142
2020-04-22,3216.8529540464165,2799.31005859375,32.98975950352206,289.9106140483723,405.6420180226447,258.51260558876737,110.76836284941673,21.569088082098247,281.79138921586764,302.53655073289167,108.96373735730151,249.47881689278,388.5375965790376,260.98761222163955,246.69730802203503,258.46749493004205
2020-04-23,3196.324283035479,2797.800048828125,33.10271776230418,288.70542028576153,411.8137687738533,257.1344656912551,109.7646871919031,21.281059255327076,280.29026313775427,295.3332953991063,107.64501612702246,250.5275266753647,385.6319026819335,253.71197762189004,248.7760409881648,252.60614144383806
2020-04-24,3237.8502488241033,2836.739990234375,33.59284722877739,296.2207064699847,413.66221005130774,255.24589687872162,115.1140257083685,21.45104359907504,285.2739898063002,298.54557397021995,109.610536076194,252.2189809461926,393.20846958032627,253.86780412637432,250.47829378787293,259.35987059438787
2020-04-27,3278.1393059149245,2878.47998046875,34.35292432222269,300.0084695544414,407.78909104930386,263.4296864125358,118.14134447736424,22.088483086914028,288.8166482668624,301.5793678655601,109.2965557434532,250.55007779212707,403.37846037584336,271.0080794872914,252.29513402313518,255.40498345786952
2020-04-28,3244.024044780661,2863.389892578125,34.14806806658263,287.05259063168216,397.1618736001245,276.38595125378305,118.07082119789312,22.06959733855437,283.77286372818685,301.6442511298045,106.63399907232034,244.8442234534719,395.6117800538961,283.7014651212362,248.51414825729725,244.41241187582796
2020-04-29,3385.611790918219,2939.510009765625,35.909461433513876,300.58525492900526,407.22442689155406,303.69359965025006,120.33859290564283,22.249023655874225,290.49792504999834,304.71052379000105,111.4190562770758,255.7033921095885,405.25224612412916,323.62750767935927,258.629511476268,245.77126894595892
2020-04-30,3376.8115314677298,2912.429931640625,35.4557119700566,304.43328426940593,424.60867477103443,300.2482499064695,119.26438569030623,21.668245015545935,289.8974608755333,304.28869592936564,112.5368350769988,252.00473780484694,396.8609843651206,312.86388332958654,257.1727675020823,245.5076149613776
2020-05-01,3247.982486826789,2830.7099609375,34.479285893767766,295.9968753886235,392.3494064106111,286.35620304793207,118.58080078570146,21.531312982947206,280.4103559726473,296.3391716585664,109.62309797244103,245.01336436129282,383.9617802895262,289.65860996649366,244.92956955187728,248.75265254436187
2020-05-04,3311.666846478393,2842.739990234375,34.372071077202726,300.53357937301496,397.48966876976516,294.1997152922297,120.354868145394,21.314111566476306,290.07761158055587,295.0574982045441,112.30448311506547,252.4219560612602,395.51676477922075,297.4016875007044,247.28655417875427,253.33627683420448
2020-05-05,3348.9360731702477,2868.43994140625,34.77221313237749,306.5768083997369,397.8003262397531,300.64808286106194,122.40020881709373,21.43687883750133,289.2369617363048,290.79072424731027,113.51016644295979,258.3533366317453,398.84337675750766,308.02148325525826,252.45882322379376,254.08668258784348
2020-05-06,3397.709214092345,2848.419921875,34.53480973037908,312.0776673942169,403.5430059776522,303.95731649673735,121.4833316788024,21.129962461154637,296.2022087279023,287.1079739337449,114.62793566096346,277.25255838558826,404.342535988838,305.69613846574697,256.69810878091715,259.05566040970166
2020-05-07,3448.654797928205,2881.18994140625,35.82330687887301,315.7449242380394,406.3491471652825,311.8518690363878,124.48352228876225,21.059135050854362,299.3845886837854,293.84073276992245,115.29358201518617,267.31807590196644,413.95581932021935,322.2131443877186,260.15174112090335,261.1852090703039
2020-05-08,3484.845425881745,2929.800048828125,36.10091729777564,316.3733588973399,408.4086880291678,315.697077696254,127.18531970603085,21.77212473699544,308.57147295212195,294.01919269053985,115.97177110181727,264.84854031390853,424.31592353929096,326.06070562578884,262.1649884165835,263.35534487813067
2020-05-11,3522.764033964165,2930.18994140625,35.945838515145155,319.73931073269625,413.45282842498864,315.2546938545388,128.34091139847516,21.50298345979979,306.8301612042226,293.4513836741434,117.26537812152156,270.7686528581156,438.0569637772511,328.76959943238234,264.472871278356,268.91245723252894
2020-05-12,3447.433311072411,2870.1201171875,35.55718334440456,314.29869172290654,404.5195615475926,299.0912759683217,126.35524936531368,21.163014772303868,311.3935973086922,286.41034887854727,114.60909760755256,267.9946395332501,423.7728074445811,315.77655869873445,259.5461360343044,266.94514884590603
2020-05-13,3402.2927906638943,2820.0,34.653511431378284,308.66868324533124,406.40232012581856,297.69613129285625,124.83617179952529,20.747497687721722,319.49966896835787,280.3752150975674,112.87592962031435,260.2252149008785,422.5507858722083,291.6363263087359,255.6669217627921,266.45841255040807
2020-05-14,3440.7679024554786,2852.5,34.46014206017238,305.9397830404827,409.9945328183009,297.679126514903,127.21244786506675,20.634175992700328,316.2572311423451,284.5771057905568,113.36573817283643,266.3708386127093,436.15603672721545,303.02322009745404,258.3349008856411,266.7626227350943
2020-05-15,3502.5778350011637,2863.699951171875,35.20490525529524,314.4708472482774,413.58670360931717,299.75482576940146,129.84372200286424,20.42641654980132,318.2987635247939,281.9813296279681,115.01727778926718,270.565677743048,461.15334138721437,313.65497718228175,259.8080037897065,268.811043521927
2020-05-18,3610.792507152888,2953.909912109375,36.903117836453944,316.7693455040719,416.4151363769358,311.9284554409101,133.10975532601296,21.23384218260414,328.0861119675955,291.74790711464186,116.11620895385995,286.3977065899083,475.2474257334318,340.2883239070539,261.6739457900732,274.8752244293348
2020-05-19,3641.2866609209254,2922.93994140625,36.39384453638535,320.4107777055261,420.3746154201659,313.9786345477322,129.17641233801064,21.03080552770695,333.91048848039253,291.3261040091625,115.31242006859708,292.20504848609727,478.2481763423131,335.24214227017114,265.19306380050904,288.48412738815585
2020-05-20,3708.356179748376,2971.610107421875,37.36835418434539,330.25036051665836,428.7174487381339,326.33090525297575,129.22523805726414,21.668245015545935,343.8179068527209,298.67536525386504,116.58717945297114,292.09230796649166,487.18255419603156,327.7867219263981,270.8399915667137,297.81360076826076
2020-05-21,3664.8358956319234,2948.510009765625,37.046709734650264,328.99351746931103,419.93008276584953,327.6750096330884,130.68464526286613,21.328276328050013,332.889710836485,300.2652651569936,115.1868202699653,289.41979726336615,476.6052366887575,328.7576015231169,275.7831107161104,280.2701119833134
2020-05-22,3696.477311228174,2955.449951171875,37.08691675155448,331.65356071826193,418.23780825271194,331.26499085469743,131.2271753301768,21.262171705751555,339.074365853961,299.178291006017,115.23705827303414,294.1220289887552,490.23762884551445,322.8484117359295,280.0714980383383,284.97540487347084
2020-05-26,3665.4516546686746,2991.77001953125,37.60193057245551,324.2243654323511,415.6599881540976,337.34753502484364,131.55268840355208,21.76268096220768,339.01430798383143,299.87589130605846,114.01882263081211,295.0241640444875,473.4822466292472,335.97328315553074,275.84857141109455,264.065178958105
2020-05-27,3674.8578245257227,3036.1298828125,38.27776953958874,322.96752238500375,413.6913734717436,335.97791049705455,134.20023778110075,22.064874550552556,329.34705237592283,304.5482784966557,114.16952705809932,300.7412713452145,463.02712713550017,344.0759687567802,278.9421074900043,272.8268036425021
2020-05-28,3701.3302160702087,3029.72998046875,38.61090379510267,326.9790902795679,412.09698078351727,338.2492815247342,132.9958203694029,22.23485889430052,342.2567458098441,306.1868470367567,113.91206088559123,305.80438119562643,460.9496780313359,344.25575450080373,284.88367082230127,271.91414214132396
2020-05-29,3779.714019839518,3044.31005859375,38.60133041761266,332.80710519613604,419.180088423347,342.53684806482244,134.8078688074161,22.041266014191088,356.9077280862986,302.2769929207577,115.07379194949989,304.8797100873379,482.0500304423844,356.2659543074591,296.11206565972634,276.17323946252856
2020-06-01,3810.9424082191103,3055.72998046875,38.938294608399524,335.45853147387965,424.1006613955106,346.95201534329277,134.1622567027801,22.187641821577582,356.12715901754336,304.04535274450376,114.81004961982794,314.4082724692371,478.2889090134888,366.3103625231543,298.87824831278436,276.27465317313045
2020-06-02,3819.7819218761233,3080.820068359375,39.39778751407389,336.1127907755485,424.3357705220418,354.0979422691112,137.10277695255357,22.14514573564059,349.10187706118245,304.337364566338,116.11620895385995,317.37396275447963,479.32085859940895,367.78467878213064,299.5656979997126,272.9890593900413
