Date,total,SP500,TEAM,NVDA,PAYC,LOGI,MCD,RACE,EL,FICO,NYT,VZ,WIX,SHOP,SQ,UI,DELL,AMZN,TTWO,MSI,NFLX,COST,TMUS,MTCH,FISV,AMD,PEP,LMT,GPN,SBUX,SNE
2020-03-18,2551.0357838692003,2398.10009765625,161.76572767178598,137.70938489052372,115.30128889797292,36.57895279613649,111.3857371649369,129.58127997424913,123.06872726894504,90.18387606860733,63.18735483743121,5.56552864147854,32.20316420305159,134.54079242997764,33.668192938596945,107.0928448295234,89.93510557149702,157.05569644090383,69.68094707051353,14.039613881955614,106.16894018699833,148.84722951183602,130.07317973573248,50.72587784922168,114.14601935886259,129.78319378943172,18.85292919230173,82.92619050750793,118.05254093555843,10.639128958246713,28.27633826541615
2020-03-19,2633.1282711593353,2409.389892578125,161.14268341845303,144.60096050265284,118.39373172164852,41.18505114882697,121.28308329229039,132.14293303812715,123.28139497965277,104.12834468861304,65.11894491142725,5.493807832990252,40.358664687661815,132.81125572639561,34.094372596047535,112.62740880237027,99.56099093079625,161.42665548753985,69.51102402956259,14.183610329484067,111.74207672452023,147.74358235219793,139.0515847078482,50.904283992325546,119.0954052377525,132.10549279632855,18.29476245353876,78.14825525195444,114.5081631008093,11.598595534615049,28.59115088290459
2020-03-20,2575.726544327075,2304.919921875,166.89589088292308,139.69877190632528,115.55299808435377,40.337065945784545,120.46371708561922,134.90759198165136,118.94122608965074,102.70326669206335,64.80811597975782,5.307333965428881,38.414621633511395,138.22755739076763,32.46636643464598,110.19424943247215,101.21204177452377,158.43658211719864,65.45251149564739,12.941644402684352,112.01130630518837,140.5795590032796,130.47572640027894,47.60557245172321,115.30228501134324,131.40880689091296,16.203977558549,72.43263560051733,104.401401800072,10.960209841844403,27.383510168356818
2020-03-23,2574.4312667993995,2237.39990234375,169.79899756084114,144.41084878647766,107.24056854490883,39.585444786219895,111.22348802425556,125.18295691635358,113.72672055358596,98.32594839365107,64.8747197595575,5.154671486910102,37.33196395102083,149.94291498529032,34.10289475853974,109.14045949974961,105.72903605328015,163.30616609660294,71.77228839702101,11.800096537591275,121.24602265431793,138.21251792135368,132.48841966463084,48.05705249777255,108.57620533638915,138.14346262095344,16.39886807994523,68.8460702080734,101.83084600902166,10.680680186666622,27.300936528418116
2020-03-24,2832.182195998402,2447.330078125,183.20104313861415,169.18658060964162,120.83291947796292,39.84561851382889,131.38324394019955,140.11790905789485,124.32115186435408,114.56329926349605,70.58067929551058,5.121884898603507,42.318513337530014,171.75590966120333,39.47276104361143,121.60606925247754,121.0245449482071,166.50478296755733,73.34079688497714,12.392185529285841,120.25322958896027,137.92692663576946,137.65145084363792,58.076980427688746,122.18348516976963,153.33792278008323,17.749068993629308,71.85808985950244,123.90428176616182,12.253978965952436,29.416887282291587
2020-03-25,2879.750162502932,2475.56005859375,184.47364976151016,166.76943705229016,126.24468984702126,40.019070116176486,132.21883877458362,148.92421650124308,132.14291016845127,114.40164684247233,72.15703086009307,5.116761676617444,45.34521708878014,178.38648907676347,44.65510398743442,121.42614752110684,122.55098593892693,161.84803781857892,71.70693491547097,12.66217868771047,115.22865833573861,135.9519697571217,138.56153718773493,64.34671190696723,128.5993453939014,148.06299170741516,17.54014692566087,79.508761410504,128.70323802909888,12.42962946934935,29.767825744208775
2020-03-26,3027.4907588903598,2630.070068359375,196.4572694182157,174.65910435449473,137.36789482958898,40.95378112039271,135.76404501149156,151.94020271231733,136.25465417758969,129.7456707590813,72.97850853228417,5.485611381337085,47.336676930083904,178.7100283035068,47.75769137343591,125.14442102895924,132.51954839399724,167.82559688495957,75.32103679423446,14.114454740002476,122.16141760721985,141.48957193277036,148.11750388832422,65.62469018493388,137.75077616091536,157.5844037146296,18.750027615553535,87.13455171676954,134.11631750760114,13.202114437097004,31.223187378572646
2020-03-27,2898.1940057208617,2541.469970703125,188.569818827332,171.59693816295524,125.21987452709546,39.62398672769861,133.0544336089677,145.02856272856602,126.56606183399684,123.81565447336496,71.29114784488446,5.406718531084664,41.98660487128396,168.40866463419687,45.4648459868891,114.32375580406995,120.71303219913756,163.07187156994195,73.00095080307528,12.795754311163908,120.18591705856814,137.63164477534724,143.02449475824014,64.65255448370672,132.47706701305816,154.53224870680225,18.781209623169996,86.64954961338448,127.17670509139144,12.529731105730697,30.614206045758163
2020-03-30,2984.4458320706176,2626.64990234375,187.12489501743048,180.3285361798724,127.72498677113445,41.99449073447829,136.39682532531998,149.14654503600346,130.15005482530628,133.50190856436748,70.89150822718001,5.611634903424366,41.28327244219281,171.90769590381535,46.879762319565366,121.79455370520606,123.9839635981662,168.55165429310267,77.45159419859279,12.634704948999174,124.84365864318812,140.9183893616019,145.47474571159998,65.54095180167164,138.6532268770924,158.7787296413486,19.563890623226975,86.7664489575514,132.67750880818468,12.816816512194904,31.052878138799215
2020-03-31,2921.879820121131,2584.590087890625,181.95495463194825,178.97738579422102,121.06665008994143,41.368137317566145,134.1415288470462,147.4838969389608,125.51055979833887,130.8899860741758,68.1828415892838,5.5050782960044495,39.83709208741148,166.53532594666896,44.64658182494222,121.29764133645423,123.20516984204272,167.33039773962727,77.51694768014283,12.592074830703117,126.37156270312775,138.0188984634241,146.83988190414226,65.2569533861328,133.94355211636113,150.88291808010396,18.725081057846495,84.3041089831485,126.53624987876867,12.416408525694736,30.54195435690066
2020-04-01,2792.997901448562,2470.5,177.69971732353793,165.03806323428844,112.3347052398617,41.04050692156651,128.3166893797031,143.50123221779631,120.81593270462474,122.86277238991323,63.14295372914028,5.422087024501964,36.59702033049412,153.64964668759958,39.89894070106202,115.0948190576997,114.94996315720375,163.72412264020605,76.02686636173736,11.945039807115723,122.52824727582151,138.8175879600197,148.99259256075322,61.09169355275226,124.10119563116113,144.84494825547907,18.416375138084575,84.19715302842764,116.78042569184153,11.827129812630428,29.33947363353805
2020-04-02,2787.718659160673,2526.89990234375,171.01856795127696,173.45732894016837,108.63096345226235,41.136867289131885,131.01818027896252,137.1212602520532,117.53126585028068,120.35294069950716,64.25306189621864,5.660814785884258,37.08302958672715,138.32341725359294,39.1062462780845,119.57559309782403,115.69759850835048,164.6793306556491,78.10513898639526,12.353344144503534,124.54749994218307,141.09265721429094,147.73247608880197,61.81260437622063,125.14465225460438,147.59853443713808,19.311312079271215,88.03741147847111,114.65730635409784,12.276644058349541,30.402610970370816
2020-04-03,2734.191356502953,2488.64990234375,172.27792562975597,165.608398382814,98.89217271191126,41.51268154482661,130.0690098082199,130.3352765270177,121.36731346808793,112.2406426940601,63.56479178362691,5.604462861660233,37.25688812501364,142.85697684189418,37.26515028795764,120.39805882531482,113.51697361451484,163.6288606060919,77.43852051059217,11.995249560733924,121.74747738370382,139.7227703743092,143.47954460668538,61.601429559322746,121.5348493898962,141.29515322634833,19.425127477636902,87.17683768822295,110.80586021812509,11.908344592501578,29.664608202107683
2020-04-06,2956.3778797848195,2663.679931640625,181.4247136717226,182.23644970597357,108.98456341992043,43.38209987734666,143.62512543002393,142.1092340434179,126.42428336019168,128.29932817325786,68.33826028984511,5.809379233999935,40.927654075065504,156.83710902362003,42.9759550966014,131.95552334554552,121.21145972771859,171.4387340356669,79.26844791089948,13.348053650550407,127.87253764273046,147.69517379466112,150.67276120948165,66.42934425565052,135.17032610150545,157.6507565611708,20.449473200032145,91.5170285065678,126.10637032131409,12.803595568540288,31.414138551797603
2020-04-07,2932.1866697742726,2659.409912109375,175.6715163209506,175.87447249751983,111.48368585407462,41.946306874783204,142.44880368656422,141.5969034306423,128.52741485602928,126.59348749525302,69.20414330505372,5.838067401056465,41.887822159004656,151.20112444370406,42.88219830321618,131.77560161417483,119.52926236246398,172.64111209079482,78.464585627996,13.493945187600616,125.2878966946957,146.9739350356809,151.40784584244503,69.49503195416828,133.42182918367007,157.78346225425324,20.34345151929456,88.3657254991578,123.76392030751984,12.97735695399375,31.305761018511348
2020-04-08,3034.675071017175,2749.97998046875,186.48858159228445,181.25195074459685,121.40826129308198,42.890652445391005,143.9902014700769,148.8758803632208,130.54389994480846,127.91221658134442,70.91371089868876,5.922083082447986,45.83122634501317,165.56870649062606,48.618576102322045,136.8389544552004,125.79077081642848,175.33594963320576,77.83718323004375,13.998878853181314,124.89750661341179,148.10662437539753,152.00289973035586,71.96360700131288,138.7096313916111,161.86406740020226,20.67554572904484,89.89038866805069,130.9755006201311,13.517529407839111,32.05408573785567
