Date,total,SP500,ACN,ADBE,AMZN,AVGO,COST,FICO,GIB,HD,KO,LMT,LOGI,MCD,MSFT,MSI,MTCH,NFLX,NVDA,PAYC,PEP,RACE,SNE,SNPS,TTWO,UI,VZ
2020-03-20,2576.4052343538897,2304.919921875,16.75924670140255,143.85274302296037,158.43658211719864,5.613657782627944,162.29457285070376,102.70326669206335,67.80846106594458,59.16770681776939,6.534895054462786,118.78097015499726,143.03924094249842,120.46371708561922,95.6109098980063,137.67706811366332,83.43072634371401,164.3840714781162,139.69877190632528,115.55299808435377,55.84139958638424,134.90759198165136,125.15315433435474,125.41594561133846,133.63109737780195,110.19424943247215,49.45218991745972
2020-03-23,2560.405515705449,2237.39990234375,16.06066533433409,149.66354478342205,163.30616609660294,5.650163204455654,159.56190016318828,98.32594839365107,65.92293812001208,63.1498143901436,6.408633736536147,112.89942638254084,140.37391768163087,111.22348802425556,94.65723000870139,125.53294188926888,84.2219637184938,177.93663436207504,144.41084878647766,107.24056854490883,56.513022306272795,125.18295691635358,124.77576109880309,123.6829290993727,146.53386769502046,109.14045949974961,48.029725469177976
2020-03-24,2749.2553668355627,2447.330078125,17.531598670158463,150.99326501683336,166.50478296755733,6.213514678026851,159.23219422277703,114.56329926349605,69.42663570623431,71.83344932002069,6.731112794248504,117.83878297720965,141.29651955258475,131.38324394019955,103.26116777485616,131.83176094984938,101.7823000835765,176.47964424561238,169.18658060964162,120.83291947796292,61.16602237804561,140.11790905789485,134.44646838341674,137.5356834057325,149.73621250505747,121.60606925247754,47.724229602092045
2020-03-25,2768.334685499533,2475.56005859375,16.969380522383435,149.00112985243015,161.84803781857892,6.3534037040194224,156.9521701190507,114.40164684247233,69.39849293179526,70.6823693564955,7.099660381759555,130.38498099459494,141.91159615665424,132.21883877458362,102.27269081123636,134.70402859266457,112.77026271813396,169.1057504193405,166.76943705229016,126.24468984702126,60.44604478996977,148.92421650124308,136.05039188395236,138.32238621176066,146.40043878209673,121.42614752110684,47.67649291389899
2020-03-26,2925.4746504147997,2630.070068359375,19.151188620036596,157.16451242090025,167.82559688495957,7.101618687200887,163.34515346660166,129.7456707590813,73.45096120036528,75.91277626339603,7.556932472859369,142.89037670837905,145.2261741857898,135.76404501149156,108.6699566018584,150.15377382981356,115.00997228344531,179.28003758030502,174.65910435449473,137.36789482958898,64.61547978283065,151.94020271231733,142.70195328415286,145.90435193616926,153.77916862849014,125.14442102895924,51.11332688131272
2020-03-27,2819.46221974409,2541.469970703125,18.205589836664437,148.96215552451838,163.07187156994195,6.737148680447409,158.89130082584535,123.81565447336496,70.65081687206286,74.10060576382304,7.304409186127584,142.09503052375285,140.5105912329738,133.0544336089677,104.20787975184403,136.12504586344585,113.30626442991016,176.38085861251562,171.59693816295524,125.21987452709546,64.7229377783089,145.02856272856602,139.91867479779782,141.81122700611905,149.04236586989649,114.32375580406995,50.378226313075324
2020-03-30,2921.326771455489,2626.64990234375,18.981294859540604,155.07983180814512,168.55165429310267,7.012253485866302,162.68574158577917,133.50190856436748,73.76052098382394,76.25887698680808,7.678075282212322,142.2867316457058,148.91663381020675,136.39682532531998,111.53793231663748,134.41175477658697,114.86321731803652,183.2164054053245,180.3285361798724,127.72498677113445,67.4201769169668,149.14654503600346,141.9235746745851,147.43214200737185,158.12902041362352,121.79455370520606,52.2875773032614
2020-03-31,2886.4480057843443,2584.590087890625,18.248062424027978,155.00675865939823,167.33039773962727,6.92434859052939,159.33837273542383,130.8899860741758,76.56066531212635,72.60731764935753,7.550107360842117,138.2487848198565,146.69552240271688,134.1415288470462,109.78373914719153,133.9582428798204,114.36549839841012,185.458706637992,178.97738579422102,121.06665008994143,64.52951010704022,147.4838969389608,139.5884568414107,146.83926175689342,158.26244932654726,121.29764133645423,51.29471391433312
2020-04-01,2783.7358795489986,2470.5,17.289049718653885,146.71187117901525,163.72412264020605,6.530966129264148,160.2604340337332,122.86277238991323,75.05506176959278,69.46518686654498,7.186678281904752,138.07338968256417,145.53371248782454,128.3166893797031,105.88551086034317,127.0748915650609,107.06570899535973,179.818384613768,165.03806323428844,112.3347052398617,63.46566201432222,143.50123221779631,134.09265828856513,143.61265813074968,155.2202253200028,115.0948190576997,50.52142545226048
2020-04-02,2829.66544525504,2526.89990234375,17.466770114632,148.0513275622291,164.6793306556491,6.923180167482122,162.8869282086019,120.35294069950716,76.25110016098232,70.50737567545336,7.498920322469735,144.37096011556432,145.87541591890744,131.01818027896252,108.0782576330594,131.41855472876102,108.3291349039969,182.78177273581315,173.45732894016837,108.63096345226235,66.54975239625772,137.1212602520532,138.95160406933644,146.67964215836827,159.46332990280783,119.57559309782403,52.7458211038903
