,allocation_weight,allocation_discrete,ticker,buy_price,buy_investment,actual_allocation
0,0.1,8,ACN,243.75,1950.0,0.09750497288603208
1,0.1,4,ADBE,486.4200134277344,1945.6800537109375,0.09728896455486072
2,0.0928,7,BABA,256.0299987792969,1792.2099914550781,0.08961507006302727
3,0.0072,1,DEO,159.41000366210938,159.41000366210938,0.007970906710172436
4,0.1,15,EA,137.5399932861328,2063.099899291992,0.10316025627776473
5,0.1,7,FB,274.19000244140625,1919.3300170898438,0.09597139552599626
6,0.1,1,GOOG,1760.06005859375,1760.06005859375,0.0880074914312675
7,0.1,17,GRMN,117.20999908447266,1992.5699844360352,0.09963358066972153
8,0.1,6,INTU,365.510009765625,2193.06005859375,0.10965859566698642
9,0.1,10,MSFT,214.1999969482422,2141.999969482422,0.10710546099808467
10,0.1,13,TXN,160.1199951171875,2081.5599365234375,0.10408330521608637
